,ds,RSI_14_SPY,BBP_5_2.0_SPY,ZSCORE_20_SPY,KC_CHANNEL_20_2_SPY,OBV_MA_Ratio_SPY,CCI_14_SPY,SPY,y,unique_id
2601,2015-02-17,0.628409,0.963974,0.707138,0.981336,0.029606,0.430659,210.11,,0
2602,2015-02-13,0.622361,1.007299,0.744901,0.972834,0.024547,0.482668,209.78,,0
2603,2015-02-12,0.60688,0.988743,0.716282,0.910231,0.017765,0.458926,208.92,,0
2604,2015-02-11,0.568906,0.865261,0.472586,0.75489,0.006388,0.338052,206.93,,0
2605,2015-02-10,0.566562,0.898764,0.428542,0.759811,-0.00374,0.305899,206.81,,0
2606,2015-02-09,0.522783,0.695914,0.127494,0.587159,-0.013264,0.169643,204.63,,0
2607,2015-02-06,0.544328,0.808471,0.223226,0.671358,-0.005288,0.332408,205.55,,0
2608,2015-02-05,0.557547,0.869962,0.276362,0.733729,0.012002,0.369687,206.12,,0
2609,2015-02-04,0.518288,0.659996,0.023707,0.581998,0.000938,0.245974,204.06,,0
2610,2015-02-03,0.534978,0.773229,0.104371,0.64896,0.014426,0.255466,204.84,,0
2611,2015-02-02,0.476362,0.439818,-0.238485,0.43362,4.8e-05,-0.211089,201.92,,0
2612,2015-01-30,0.418821,0.131112,-0.519878,0.223131,-0.023321,-0.293613,199.45,,0
2613,2015-01-29,0.46792,0.392614,-0.216814,0.400797,-0.002134,-0.233427,201.99,,0
2614,2015-01-28,0.4221,0.172853,-0.400601,0.235032,-0.020956,-0.202455,200.14,,0
2615,2015-01-27,0.475542,0.414362,-0.12496,0.418641,0.001506,-0.007147,202.74,,0
2616,2015-01-26,0.541952,0.645064,0.164149,0.650345,0.026675,0.290949,205.45,,0
2617,2015-01-23,0.531184,0.586356,0.120667,0.6183,0.023203,0.399751,204.97,,0
2618,2015-01-22,0.55996,0.66774,0.236114,0.715561,0.040748,0.335757,206.1,,0
2619,2015-01-21,0.491612,0.405841,-0.091508,0.492066,0.019903,-0.01723,203.08,,0
2620,2015-01-20,0.465578,0.30795,-0.213152,0.406492,-0.000243,-0.152229,202.06,,0
2621,2015-01-16,0.454646,0.252264,-0.274254,0.363081,-0.026073,-0.26465,201.63,,0
2622,2015-01-15,0.383577,0.033643,-0.561433,0.132316,-0.061059,-0.357945,199.02,,0
2623,2015-01-14,0.419352,0.202488,-0.417877,0.244467,-0.049634,-0.405751,200.86,,0
2624,2015-01-13,0.444899,0.311482,-0.313125,0.315371,-0.037022,-0.247124,202.08,,0
2625,2015-01-12,0.456976,0.362907,-0.271068,0.332008,-0.021741,-0.253402,202.65,,0
2626,2015-01-09,0.491774,0.479491,-0.112082,0.459402,-0.013479,-0.116548,204.25,,0
2627,2015-01-08,0.530453,0.610706,0.060255,0.604727,-0.003477,-0.073013,205.9,,0
2628,2015-01-07,0.441743,0.333093,-0.339564,0.280524,-0.027637,-0.335782,202.31,,0
2629,2015-01-06,0.364404,0.124905,-0.639495,0.016326,-0.049994,-0.414733,199.82,,0
2630,2015-01-05,0.404067,0.228736,-0.481431,0.128698,-0.034954,-0.24658,201.72,,0
2631,2015-01-02,0.503416,0.501587,-0.052836,0.461243,-0.020668,0.003209,205.43,,0
2632,2014-12-31,0.506847,0.500521,-0.039656,0.46851,-0.007292,0.075849,205.54,,0
2633,2014-12-30,0.574995,0.658447,0.220457,0.697082,0.011488,0.198427,207.6,,0
2634,2014-12-29,0.616868,0.757695,0.373951,0.828702,0.022029,0.283071,208.72,,0
2635,2014-12-26,0.610279,0.746128,0.364494,0.81202,0.020647,0.296465,208.44,,0
2636,2014-12-24,0.594797,0.696623,0.303556,0.761656,0.024773,0.254973,207.77,,0
2637,2014-12-23,0.59435,0.699199,0.320077,0.76592,0.025231,0.247035,207.75,,0
2638,2014-12-22,0.588453,0.678873,0.303886,0.750551,0.012467,0.191746,207.47,,0
2639,2014-12-19,0.568696,0.603023,0.198308,0.685809,-0.008762,0.140364,206.52,,0
2640,2014-12-18,0.57572,0.629616,0.24707,0.714662,0.015911,0.268489,206.78,,0
2641,2014-12-17,0.455981,0.208962,-0.390745,0.33227,-0.016226,-0.350693,201.79,,0
2642,2014-12-16,0.31676,-0.164239,-0.886092,-0.102805,-0.05375,-0.569363,197.91,,0
2643,2014-12-15,0.351172,-0.188083,-0.777358,-0.051581,-0.037973,-0.686805,199.51,,0
2644,2014-12-12,0.384639,-0.205966,-0.626809,0.011416,-0.024951,-0.737353,200.89,,0
2645,2014-12-11,0.48788,0.166669,-0.102946,0.358631,-0.009227,-0.479793,204.19,,0
2646,2014-12-10,0.44468,-0.005971,-0.197232,0.186746,-0.029464,-0.688063,203.16,,0
2647,2014-12-09,0.594269,0.562181,0.229968,0.638578,-0.015643,-0.32101,206.47,,0
2648,2014-12-08,0.602226,0.605119,0.254585,0.68972,-0.004873,0.04174,206.61,,0
2649,2014-12-05,0.687031,0.850873,0.40257,0.973834,0.005072,0.31797,208.0,,0
2650,2014-12-04,0.67669,0.829987,0.381594,0.946389,-0.004251,0.251031,207.66,,0
2651,2014-12-03,0.691032,0.889983,0.404132,1.039496,0.003793,0.314996,207.89,,0
2652,2014-12-02,0.668327,0.795151,0.359694,0.942862,-0.003297,0.182081,207.09,,0
2653,2014-12-01,0.625886,0.640182,0.271831,0.762193,-0.009864,0.061318,205.76,,0
2654,2014-11-28,0.718293,0.845247,0.371669,1.056912,0.003182,0.330895,207.2,,0
2655,2014-11-26,0.749699,0.91025,0.401671,1.172591,0.01153,0.430588,207.64,,0
2656,2014-11-25,0.736829,0.866818,0.385844,1.119136,0.008769,0.470424,207.11,,0
2657,2014-11-24,0.746922,0.907753,0.413244,1.18425,0.022003,0.576749,207.26,,0
2658,2014-11-21,0.733831,0.866342,0.40691,1.127604,0.021747,0.621997,206.68,,0
2659,2014-11-20,0.707155,0.795885,0.379946,1.048724,0.013177,0.338428,205.58,,0
2660,2014-11-19,0.697955,0.782808,0.388604,1.047708,0.008575,0.340379,205.22,,0
2661,2014-11-18,0.717131,0.815005,0.43064,1.142125,0.021286,0.398948,205.55,,0
2662,2014-11-17,0.688736,0.762911,0.399809,1.026569,0.018477,0.260126,204.37,,0
2663,2014-11-14,0.685507,0.766871,0.418148,1.037633,0.015357,0.277955,204.24,,0
2664,2014-11-13,0.684337,0.776477,0.442189,1.054691,0.012648,0.284991,204.19,,0
2665,2014-11-12,0.679241,0.777762,0.461711,1.074815,0.009517,0.281074,203.96,,0
2666,2014-11-11,0.689122,0.80722,0.510592,1.132197,0.02387,0.321409,204.18,,0
2667,2014-11-10,0.685257,0.827923,0.535084,1.129265,0.024504,0.3324,203.98,,0
2668,2014-11-07,0.673184,0.834188,0.531395,1.08386,0.02535,0.341576,203.34,,0
2669,2014-11-06,0.669691,0.865536,0.553381,1.089604,0.024253,0.34611,203.15,,0
2670,2014-11-05,0.655098,0.873573,0.539458,1.047074,0.016929,0.346571,202.34,,0
2671,2014-11-04,0.63139,0.846289,0.467153,0.954705,0.011382,0.31403,201.07,,0
2672,2014-11-03,0.654413,0.921946,0.540871,1.054578,0.025216,0.387012,201.77,,0
2673,2014-10-31,0.652565,0.961737,0.554688,1.068922,0.020092,0.424228,201.66,,0
2674,2014-10-30,0.612688,0.878129,0.382194,0.914906,0.009433,0.350537,199.38,,0
2675,2014-10-29,0.588244,0.83599,0.266801,0.840584,-0.002497,0.365805,198.11,,0
2676,2014-10-28,0.596501,0.88419,0.276884,0.89665,0.017921,0.405283,198.41,,0
2677,2014-10-27,0.55278,0.743768,0.099307,0.734117,0.012403,0.303374,196.16,,0
2678,2014-10-24,0.559535,0.752152,0.110986,0.767899,0.032643,0.31786,196.43,,0
2679,2014-10-23,0.529896,0.64246,-0.005985,0.666524,0.024246,0.263144,194.93,,0
2680,2014-10-22,0.481517,0.490035,-0.177932,0.505941,0.001918,0.134446,192.69,,0
2681,2014-10-21,0.511639,0.553776,-0.096085,0.614584,0.019496,0.120164,194.07,,0
2682,2014-10-20,0.419525,0.318079,-0.369843,0.327018,-0.003051,-0.131041,190.3,,0
2683,2014-10-17,0.36559,0.192384,-0.523882,0.170075,-0.028894,-0.220167,188.47,,0
2684,2014-10-16,0.29217,0.037624,-0.726821,-0.042168,-0.070267,-0.455581,186.27,,0
2685,2014-10-15,0.294472,-0.013588,-0.812474,-0.118059,-0.052252,-0.61963,186.43,,0
2686,2014-10-14,0.312622,-0.023565,-0.834345,-0.139684,-0.019642,-0.592938,187.7,,0
2687,2014-10-13,0.30352,-0.142948,-1.004989,-0.235883,-0.053628,-0.721688,187.41,,0
2688,2014-10-10,0.349965,-0.068472,-0.89191,-0.048064,-0.036247,-0.578346,190.54,,0
2689,2014-10-09,0.388795,0.017147,-0.773349,0.098011,-0.013932,-0.373021,192.74,,0
2690,2014-10-08,0.475674,0.357519,-0.313094,0.439105,0.007656,-0.239065,196.64,,0
2691,2014-10-07,0.360711,-0.021766,-0.838822,0.027248,-0.015569,-0.430878,193.26,,0
2692,2014-10-06,0.441245,0.239934,-0.475779,0.326184,-0.004654,-0.178113,196.29,,0
2693,2014-10-03,0.448299,0.240462,-0.470698,0.336337,0.005322,-0.241674,196.52,,0
2694,2014-10-02,0.359875,-0.047233,-0.89548,0.041888,-0.011448,-0.575915,194.38,,0
2695,2014-10-01,0.358537,-0.171993,-1.075238,-0.031282,-0.032433,-0.593651,194.35,,0
2696,2014-09-30,0.433426,0.071013,-0.671784,0.249171,-0.019399,-0.33952,197.02,,0
2697,2014-09-29,0.450441,0.103568,-0.54845,0.297481,-0.01096,-0.441815,197.54,,0
2698,2014-09-26,0.462102,0.120176,-0.392822,0.326233,-0.006529,-0.457036,197.9,,0
2699,2014-09-25,0.39955,-0.258937,-0.682822,0.078824,-0.021307,-0.64753,196.34,,0
2700,2014-09-24,0.514148,0.335002,0.028226,0.500414,-0.006988,-0.297907,199.56,,0
2701,2014-09-23,0.442701,-0.140132,-0.2044,0.242078,-0.017197,-0.505948,198.01,,0
2702,2014-09-22,0.492126,0.088593,0.01082,0.406225,-0.005919,-0.260711,199.15,,0
2703,2014-09-19,0.572875,0.659249,0.248183,0.656233,0.006813,0.267716,200.7,,0
2704,2014-09-18,0.643748,1.085124,0.387467,0.866486,0.022201,0.546107,201.82,,0
2705,2014-09-17,0.59983,0.768986,0.281959,0.715972,0.016511,0.293526,200.75,,0
2706,2014-09-16,0.587927,0.687002,0.269113,0.699675,0.001472,-0.056202,200.48,,0
2707,2014-09-15,0.513235,0.27411,0.131357,0.459364,-0.013096,-0.570945,198.98,,0
2708,2014-09-12,0.522021,0.400853,0.163029,0.483285,-0.006289,-0.529113,199.13,,0
2709,2014-09-11,0.59591,0.639218,0.293687,0.695522,0.004933,-0.144202,200.3,,0
2710,2014-09-10,0.585192,0.622823,0.285948,0.6719,-0.003465,-0.234017,200.07,,0
2711,2014-09-09,0.54897,0.553211,0.22465,0.554327,-0.014086,-0.205601,199.32,,0
2712,2014-09-08,0.636342,0.706847,0.360363,0.797977,-0.007384,0.228582,200.59,,0
2713,2014-09-05,0.677329,0.773995,0.431525,0.921792,-0.00295,0.225664,201.11,,0
2714,2014-09-04,0.640071,0.709568,0.355554,0.810526,-0.016627,0.220631,200.21,,0
2715,2014-09-03,0.662976,0.752663,0.39762,0.918916,-0.010471,0.269197,200.5,,0
2716,2014-09-02,0.671438,0.784967,0.426963,0.982693,-0.005076,0.253667,200.61,,0
2717,2014-08-29,0.678752,0.82379,0.463271,1.048194,0.001658,0.26302,200.71,,0
2718,2014-08-28,0.659098,0.814736,0.423551,0.979155,-0.004596,0.237601,200.14,,0
2719,2014-08-27,0.666404,0.859392,0.466914,1.032481,0.0029,0.295882,200.25,,0
2720,2014-08-26,0.67143,0.899177,0.500267,1.071335,0.01113,0.350024,200.33,,0
2721,2014-08-25,0.667648,0.929182,0.51673,1.074509,0.010853,0.367445,200.2,,0
2722,2014-08-22,0.637545,0.870375,0.413068,0.96535,0.005735,0.367113,199.19,,0
2723,2014-08-21,0.654439,0.92185,0.479012,1.044108,0.01606,0.463715,199.5,,0
2724,2014-08-20,0.637763,0.878324,0.429461,0.985467,0.012729,0.5066,198.92,,0
2725,2014-08-19,0.622296,0.82842,0.371354,0.940322,0.006533,0.593392,198.39,,0
2726,2014-08-18,0.590764,0.724529,0.235817,0.825646,0.001869,0.494936,197.36,,0
2727,2014-08-15,0.53314,0.555041,-0.010932,0.627801,-0.003718,0.237963,195.72,,0
2728,2014-08-14,0.534846,0.547699,-0.016994,0.652017,0.011508,0.18552,195.76,,0
2729,2014-08-13,0.500732,0.455069,-0.15844,0.532173,0.008354,0.037775,194.84,,0
2730,2014-08-12,0.447121,0.311947,-0.360595,0.355497,0.000463,-0.106982,193.53,,0
2731,2014-08-11,0.456502,0.319516,-0.338809,0.381487,0.009018,-0.081404,193.8,,0
2732,2014-08-08,0.433615,0.245226,-0.440445,0.300123,-0.000996,-0.231157,193.24,,0
2733,2014-08-07,0.33026,-0.003126,-0.811295,-0.019534,-0.019813,-0.353971,191.03,,0
2734,2014-08-06,0.358876,0.021489,-0.754607,0.045985,-0.010487,-0.395021,192.07,,0
2735,2014-08-05,0.355886,-0.070939,-0.847844,-0.009929,-0.025923,-0.480555,192.01,,0
2736,2014-08-04,0.411757,0.07953,-0.583351,0.181164,-0.014335,-0.490725,193.89,,0
2737,2014-08-01,0.340696,-0.206383,-0.949194,-0.070539,-0.028448,-0.853581,192.5,,0
2738,2014-07-31,0.357729,-0.346929,-1.000691,-0.06072,-0.012329,-1.049904,193.09,,0
2739,2014-07-30,0.515513,0.366217,0.030624,0.473974,0.006995,-0.206359,196.98,,0
2740,2014-07-29,0.513977,0.355294,0.041534,0.464778,-0.001161,-0.000356,196.95,,0
2741,2014-07-28,0.560722,0.64079,0.303577,0.621887,0.008189,0.035237,197.8,,0
2742,2014-07-25,0.557202,0.637651,0.297184,0.62101,0.004365,0.144448,197.72,,0
2743,2014-07-24,0.609955,0.897889,0.538797,0.813053,0.013203,0.468455,198.65,,0
2744,2014-07-23,0.609586,0.940703,0.582896,0.825895,0.009827,0.456709,198.64,,0
2745,2014-07-22,0.593886,0.862025,0.52415,0.76721,0.002803,0.434661,198.2,,0
2746,2014-07-21,0.561913,0.681692,0.331314,0.643346,-0.004561,0.005881,197.34,,0
2747,2014-07-18,0.580161,0.797913,0.457906,0.719021,0.00294,0.118021,197.71,,0
2748,2014-07-17,0.498402,0.27912,-0.075672,0.398451,-0.011218,-0.153189,195.71,,0
2749,2014-07-16,0.625686,0.894594,0.537137,0.819563,0.00355,0.327063,197.96,,0
2750,2014-07-15,0.594486,0.731533,0.375151,0.705217,-0.005924,0.18485,197.23,,0
2751,2014-07-14,0.61876,0.841532,0.480275,0.809623,0.003417,0.326659,197.6,,0
2752,2014-07-11,0.575717,0.629908,0.275873,0.643624,-0.003332,0.023203,196.61,,0
2753,2014-07-10,0.563229,0.590953,0.232744,0.60217,-0.010785,-0.051064,196.34,,0
2754,2014-07-09,0.611512,0.769203,0.401442,0.784365,7.3e-05,0.180847,197.12,,0
2755,2014-07-08,0.57318,0.602845,0.251459,0.628222,-0.007481,0.062535,196.24,,0
2756,2014-07-07,0.660518,0.887704,0.483994,0.925244,0.004811,0.407773,197.51,,0
2757,2014-07-03,0.715523,1.100054,0.604675,1.110776,0.012392,0.652217,198.2,,0
2758,2014-07-02,0.680827,0.984815,0.474794,0.962692,0.009677,0.529685,197.23,,0
2759,2014-07-01,0.673196,0.97116,0.445143,0.942899,0.00463,0.513523,197.03,,0
2760,2014-06-30,0.617586,0.673723,0.289656,0.74026,-0.006543,0.238009,195.72,,0
2761,2014-06-27,0.625126,0.715236,0.317026,0.773657,-0.003012,0.157309,195.82,,0
2762,2014-06-26,0.608249,0.652916,0.286643,0.720845,-0.012572,-0.015063,195.44,,0
2763,2014-06-25,0.617764,0.699737,0.322529,0.777491,-0.004554,0.03148,195.58,,0
2764,2014-06-24,0.579359,0.559248,0.24222,0.631673,-0.012194,0.063586,194.7,,0
2765,2014-06-23,0.662202,0.771734,0.396406,0.921053,-0.000157,0.253869,195.88,,0
2766,2014-06-20,0.666703,0.795212,0.428241,0.953731,0.011933,0.307785,195.94,,0
2767,2014-06-19,0.706857,0.881218,0.517199,1.094952,0.026862,0.437674,196.48,,0
2768,2014-06-18,0.700022,0.877148,0.532201,1.091076,0.021726,0.367617,196.26,,0
2769,2014-06-17,0.650894,0.726577,0.40482,0.893592,0.013925,0.155589,194.83,,0
2770,2014-06-16,0.629624,0.690275,0.371325,0.8207,0.007702,0.114655,194.29,,0
2771,2014-06-13,0.62331,0.693923,0.378635,0.816653,0.001051,0.085908,194.13,,0
2772,2014-06-12,0.599957,0.658151,0.335809,0.724277,-0.00496,0.102931,193.54,,0
2773,2014-06-11,0.69331,0.804544,0.523392,1.056383,0.00982,0.287437,194.92,,0
2774,2014-06-10,0.746454,0.903509,0.652281,1.257318,0.021113,0.404649,195.6,,0
2775,2014-06-09,0.745922,0.958785,0.718441,1.300262,0.020391,0.46717,195.58,,0
2776,2014-06-06,0.740874,1.006083,0.774044,1.319475,0.019066,0.483475,195.38,,0
2777,2014-06-05,0.71656,0.983774,0.751573,1.204324,0.016149,0.377518,194.45,,0
2778,2014-06-04,0.678622,0.904975,0.651808,1.06405,0.009211,0.3075,193.19,,0
2779,2014-06-03,0.665764,0.901029,0.659654,1.034607,0.006132,0.33079,192.8,,0
2780,2014-06-02,0.672167,0.971296,0.752544,1.082123,0.017164,0.393971,192.9,,0
2781,2014-05-30,0.665597,1.019335,0.804956,1.087784,0.015265,0.466738,192.68,,0
2782,2014-05-29,0.656592,1.071816,0.849989,1.066201,0.012387,0.495828,192.37,,0
2783,2014-05-28,0.626789,1.012825,0.698213,0.936488,0.007682,0.485759,191.38,,0
2784,2014-05-27,0.634014,1.143354,0.720161,0.983555,0.018472,0.573105,191.52,,0
2785,2014-05-23,0.598059,1.004707,0.492156,0.831551,0.015672,0.421521,190.35,,0
2786,2014-05-22,0.57274,0.864729,0.385809,0.730824,0.010224,0.339094,189.59,,0
2787,2014-05-21,0.557059,0.784279,0.331119,0.676838,0.002416,0.193885,189.13,,0
2788,2014-05-20,0.498335,0.371219,0.084566,0.452408,-0.008586,-0.139989,187.55,,0
2789,2014-05-19,0.549263,0.701977,0.296762,0.631284,0.004312,0.069608,188.74,,0
2790,2014-05-16,0.523017,0.530646,0.198095,0.537778,-0.000386,-0.17284,188.05,,0
2791,2014-05-15,0.497419,0.380146,0.085196,0.44365,-0.011807,-0.16494,187.4,,0
2792,2014-05-14,0.569957,0.809555,0.347989,0.698126,0.007111,0.373269,189.06,,0
2793,2014-05-13,0.615117,0.983423,0.505938,0.85276,0.017369,0.734038,189.96,,0
2794,2014-05-12,0.609693,0.936373,0.515594,0.842047,0.013578,0.675266,189.79,,0
2795,2014-05-09,0.545693,0.661231,0.232047,0.612585,0.004427,0.011322,187.96,,0
2796,2014-05-08,0.534857,0.644586,0.199665,0.580658,-0.00425,0.188459,187.68,,0
2797,2014-05-07,0.543454,0.674998,0.250021,0.619464,0.008777,-0.050139,187.88,,0
2798,2014-05-06,0.502622,0.55174,0.065431,0.471688,0.0007,-0.025055,186.78,,0
2799,2014-05-05,0.573651,0.77169,0.364995,0.710534,0.016472,0.186625,188.42,,0
2800,2014-05-02,0.561006,0.746874,0.321032,0.68227,0.012349,0.29193,188.06,,0
2801,2014-05-01,0.572838,0.773642,0.373939,0.737205,0.029864,0.294258,188.33,,0
2802,2014-04-30,0.572218,0.763097,0.388891,0.750067,0.024305,0.280782,188.31,,0
2803,2014-04-29,0.555424,0.6936,0.291962,0.692016,0.01749,0.257947,187.75,,0
2804,2014-04-28,0.528736,0.590055,0.13818,0.588901,0.01218,0.130815,186.88,,0
2805,2014-04-25,0.510221,0.524011,0.038851,0.520871,0.000763,0.145408,186.29,,0
2806,2014-04-24,0.563919,0.727406,0.337301,0.740197,0.018533,0.299782,187.83,,0
2807,2014-04-23,0.553143,0.701026,0.271347,0.708073,0.017229,0.25964,187.45,,0
2808,2014-04-22,0.568241,0.768512,0.358023,0.771996,0.037691,0.269261,187.89,,0
2809,2014-04-21,0.546013,0.679869,0.192119,0.684936,0.035913,0.138061,187.04,,0
2810,2014-04-17,0.528788,0.599851,0.059195,0.616125,0.031379,0.077119,186.39,,0
2811,2014-04-16,0.522052,0.554096,-0.000426,0.593977,0.02256,0.000375,186.13,,0
2812,2014-04-15,0.469813,0.297873,-0.357698,0.384903,0.013803,-0.279052,184.2,,0
2813,2014-04-14,0.43219,0.112204,-0.612276,0.222683,-0.006595,-0.43514,182.94,,0
2814,2014-04-11,0.386295,-0.137531,-0.933134,0.032486,-0.029731,-0.614516,181.51,,0
2815,2014-04-10,0.422921,-0.013999,-0.761607,0.173895,-0.017225,-0.348714,183.16,,0
2816,2014-04-09,0.535135,0.637792,0.118375,0.599561,0.000322,-0.0014,187.09,,0
2817,2014-04-08,0.468873,0.26848,-0.349885,0.356064,-0.012812,-0.34768,185.1,,0
2818,2014-04-07,0.440596,0.103047,-0.528472,0.245599,-0.027562,-0.389292,184.34,,0
2819,2014-04-04,0.508771,0.451035,-0.037068,0.479966,-0.009629,0.138995,186.4,,0
2820,2014-04-03,0.602482,0.85245,0.500916,0.795711,0.011968,0.457611,188.63,,0
2821,2014-04-02,0.614259,0.912196,0.592598,0.850611,0.022571,0.560541,188.88,,0
2822,2014-04-01,0.595768,0.82019,0.479789,0.786517,0.016325,0.48048,188.25,,0
2823,2014-03-31,0.556951,0.578358,0.233342,0.648061,0.004911,0.139775,187.01,,0
2824,2014-03-28,0.502582,0.291582,-0.088837,0.468276,-0.01252,-0.190163,185.49,,0
2825,2014-03-27,0.466164,0.094636,-0.258407,0.349614,-0.029728,-0.503251,184.58,,0
2826,2014-03-26,0.480154,0.139999,-0.146556,0.386511,-0.020411,-0.272683,184.97,,0
2827,2014-03-25,0.530996,0.431728,0.125037,0.540862,-0.009742,-0.194258,186.31,,0
2828,2014-03-24,0.498622,0.27087,0.002968,0.4353,-0.023671,-0.359721,185.43,,0
2829,2014-03-21,0.528249,0.434596,0.139478,0.52453,-0.013552,-0.002613,186.2,,0
2830,2014-03-20,0.594248,0.742108,0.344881,0.73667,0.001106,0.066502,187.75,,0
2831,2014-03-19,0.558204,0.574979,0.223755,0.616016,-0.014761,-0.038808,186.66,,0
2832,2014-03-18,0.603906,0.753594,0.328205,0.772823,0.002368,0.131351,187.66,,0
2833,2014-03-17,0.559351,0.571145,0.223211,0.614053,-0.013499,-0.075438,186.33,,0
2834,2014-03-14,0.492834,0.331624,0.102867,0.393324,-0.028618,-0.280147,184.66,,0
2835,2014-03-13,0.515326,0.427763,0.158201,0.456342,-0.01266,-0.102449,185.18,,0
2836,2014-03-12,0.621729,0.731272,0.340049,0.76308,0.007639,0.079517,187.28,,0
2837,2014-03-11,0.619994,0.746168,0.35965,0.779502,0.001448,0.219882,187.23,,0
2838,2014-03-10,0.673325,0.862542,0.458454,0.953398,0.015829,0.293012,188.16,,0
2839,2014-03-07,0.679158,0.896121,0.50287,1.000933,0.031867,0.416968,188.26,,0
2840,2014-03-06,0.677079,0.896942,0.532814,1.036012,0.027239,0.532208,188.18,,0
2841,2014-03-05,0.666292,0.859094,0.527861,1.003629,0.02633,0.593666,187.75,,0
2842,2014-03-04,0.662148,0.863777,0.543708,0.998684,0.020874,0.630421,187.58,,0
2843,2014-03-03,0.589819,0.704134,0.33137,0.730565,0.005552,0.149614,184.98,,0
2844,2014-02-28,0.655472,0.815043,0.460919,0.951302,0.028386,0.428265,186.29,,0
2845,2014-02-27,0.642204,0.817899,0.429041,0.941033,0.01494,0.307488,185.82,,0
2846,2014-02-26,0.613693,0.784186,0.348473,0.842334,0.003592,0.267337,184.85,,0
2847,2014-02-25,0.613398,0.813385,0.365111,0.866342,-0.008654,0.273642,184.84,,0
2848,2014-02-24,0.616457,0.854484,0.377434,0.904178,0.007337,0.303748,184.91,,0
2849,2014-02-21,0.588705,0.816083,0.28034,0.816189,-0.002915,0.267305,183.89,,0
2850,2014-02-20,0.596962,0.844054,0.304493,0.863396,0.0171,0.274791,184.1,,0
2851,2014-02-19,0.568026,0.753747,0.194696,0.758648,0.01217,0.314686,183.02,,0
2852,2014-02-18,0.614288,0.840741,0.326542,0.953593,0.038088,0.419398,184.24,,0
2853,2014-02-14,0.608955,0.829643,0.311633,0.946002,0.042354,0.481704,184.02,,0
2854,2014-02-13,0.584463,0.744442,0.209606,0.859009,0.045609,0.448041,183.01,,0
2855,2014-02-12,0.560685,0.657707,0.100531,0.784448,0.042917,0.500291,182.07,,0
2856,2014-02-11,0.558438,0.641536,0.083881,0.789862,0.042355,0.396315,181.98,,0
2857,2014-02-10,0.507221,0.493236,-0.128003,0.580341,0.031047,0.138599,180.01,,0
2858,2014-02-07,0.498167,0.454072,-0.174182,0.544795,0.016776,0.024589,179.68,,0
2859,2014-02-06,0.433763,0.28261,-0.412438,0.28673,-0.008125,-0.204752,177.48,,0
2860,2014-02-05,0.352776,0.093234,-0.68606,-0.018169,-0.035207,-0.372184,175.17,,0
2861,2014-02-04,0.357295,0.052121,-0.743675,-0.040168,-0.020605,-0.391654,175.39,,0
2862,2014-02-03,0.311904,-0.122286,-0.999551,-0.230055,-0.052331,-0.435233,174.17,,0
2863,2014-01-31,0.397612,0.109446,-0.634404,0.119477,-0.032784,-0.302732,178.18,,0
2864,2014-01-30,0.426079,0.171321,-0.48224,0.211683,-0.019647,-0.272558,179.23,,0
2865,2014-01-29,0.348532,-0.076277,-0.774368,-0.099609,-0.043937,-0.49889,177.35,,0
2866,2014-01-28,0.393728,0.00801,-0.524882,0.071689,-0.023894,-0.52504,179.07,,0
2867,2014-01-27,0.345132,-0.237471,-0.670773,-0.113309,-0.045207,-0.846952,178.01,,0
2868,2014-01-24,0.367862,-0.382118,-0.54939,-0.07454,-0.031467,-0.958339,178.89,,0
2869,2014-01-23,0.504635,0.242594,0.062697,0.436986,-0.009323,-0.344966,182.79,,0
2870,2014-01-22,0.5825,0.73877,0.318609,0.708825,0.008604,0.331892,184.3,,0
2871,2014-01-21,0.577691,0.717968,0.320126,0.697747,0.001094,0.203048,184.18,,0
2872,2014-01-17,0.55634,0.593029,0.252706,0.625058,-0.009223,0.126877,183.64,,0
2873,2014-01-16,0.596812,0.806442,0.395831,0.776116,0.006019,0.344584,184.42,,0
2874,2014-01-15,0.60948,0.820655,0.462887,0.834202,0.020549,0.462538,184.66,,0
2875,2014-01-14,0.574919,0.670353,0.335263,0.695947,0.01581,-0.124956,183.67,,0
2876,2014-01-13,0.491314,0.407667,0.021195,0.373593,0.00619,-0.417146,181.69,,0
2877,2014-01-10,0.63476,0.744002,0.438393,0.832931,0.02672,0.21061,184.14,,0
2878,2014-01-09,0.613368,0.707302,0.384417,0.767145,0.014487,0.147174,183.64,,0
2879,2014-01-08,0.608255,0.712793,0.389397,0.773076,0.003426,0.145306,183.52,,0
2880,2014-01-07,0.606645,0.725009,0.408009,0.786372,-0.011207,0.16695,183.48,,0
2881,2014-01-06,0.559577,0.604736,0.230103,0.598996,-0.027316,0.070481,182.36,,0
2882,2014-01-03,0.590632,0.686513,0.343538,0.718139,-0.018222,0.14701,182.89,,0
2883,2014-01-02,0.59236,0.709622,0.372729,0.74158,-0.009866,0.186585,182.92,,0
2884,2013-12-31,0.705419,0.947913,0.723989,1.167379,0.006575,0.362819,184.69,,0
2885,2013-12-30,0.677308,0.901984,0.648653,1.037376,0.002027,0.356141,183.82,,0
2886,2013-12-27,0.679384,0.956835,0.729278,1.062616,0.012115,0.429793,183.85,,0
2887,2013-12-26,0.680029,1.024714,0.820803,1.087035,0.028592,0.497011,183.86,,0
2888,2013-12-24,0.651448,0.958591,0.681958,0.966311,0.027974,0.44298,182.93,,0
