,ds,RSI_14_SPY,BBP_5_2.0_SPY,ZSCORE_20_SPY,KC_CHANNEL_20_2_SPY,OBV_MA_Ratio_SPY,CCI_14_SPY,SPY,y,unique_id
632,2022-12-09,0.495776,0.227509,0.021657,0.410008,-0.020051,-0.243723,393.28,1.8244203755338055,0
633,2022-12-08,0.523299,0.382191,0.132357,0.51933,-0.016273,-0.196598,396.24,1.836129732244042,0
634,2022-12-07,0.49628,0.352396,0.046547,0.404156,-0.029144,-0.292787,393.16,1.8146517961788564,0
635,2022-12-06,0.502028,0.406045,0.076511,0.423008,-0.025327,-0.223207,393.83,1.82209144270746,0
636,2022-12-05,0.553171,0.6047,0.270907,0.625699,-0.019807,0.102771,399.59,1.8606482194991778,0
637,2022-12-02,0.628759,0.817868,0.512721,0.922144,-0.013489,0.415163,406.91,1.8924122755473887,0
638,2022-12-01,0.633924,0.844689,0.548306,0.978018,-0.002973,0.670074,407.38,1.8324490449334452,0
639,2022-11-30,0.637025,0.884553,0.594396,1.027899,0.00924,0.507222,407.68,1.8291916712385348,0
640,2022-11-29,0.552697,0.624025,0.271827,0.641985,-0.010581,-0.0015,395.23,1.74944064781933,0
641,2022-11-28,0.559287,0.652862,0.309394,0.678849,-0.002452,0.133086,395.91,1.7627844468902523,0
642,2022-11-25,0.624574,0.826307,0.49536,0.962877,0.00754,0.330344,402.33,1.7764711940681377,0
643,2022-11-23,0.625524,0.866529,0.533925,0.976375,0.011997,0.310695,402.42,1.7865858975689513,0
644,2022-11-22,0.610096,0.844488,0.494111,0.911816,0.004465,0.23976,399.9,1.7688310357662997,0
645,2022-11-21,0.575911,0.730872,0.384709,0.758326,-0.00489,0.168658,394.59,1.743714401996695,0
646,2022-11-18,0.588913,0.796854,0.445988,0.818594,0.002976,0.224276,396.03,1.7618404455791932,0
647,2022-11-17,0.577914,0.775948,0.432251,0.781639,-0.006453,0.19006,394.24,1.7617785819492187,0
648,2022-11-16,0.587786,0.827287,0.49619,0.838839,0.005355,0.302753,395.45,1.7656759906376056,0
649,2022-11-15,0.612182,0.940983,0.618633,0.943806,0.019758,0.429453,398.49,1.790112124477492,0
650,2022-11-14,0.594873,0.91098,0.580257,0.888119,0.013017,0.479611,395.12,1.7656759906376056,0
651,2022-11-11,0.620752,1.057982,0.743327,1.007799,0.031427,0.637237,398.51,1.7568658881572936,0
652,2022-11-10,0.602666,1.005834,0.702282,0.937658,0.024425,0.548618,394.69,1.7916483396720009,0
653,2022-11-09,0.478326,0.451618,0.068218,0.416408,0.005142,-0.184601,374.13,1.668519884493938,0
654,2022-11-08,0.538188,0.699301,0.348554,0.653915,0.014464,0.109802,382.0,1.6841901705658733,0
655,2022-11-07,0.523773,0.665784,0.300413,0.605044,-0.00148,0.016736,379.95,1.6956560454726801,0
656,2022-11-04,0.498231,0.594799,0.192785,0.503916,-0.014512,-0.098871,376.35,1.7128548578328904,0
657,2022-11-03,0.458208,0.477607,0.013096,0.343391,-0.035966,-0.182447,371.01,1.6771098976533696,0
658,2022-11-02,0.484128,0.570501,0.146662,0.44481,-0.032878,0.0919,374.87,1.7105277834546564,0
659,2022-11-01,0.557313,0.805466,0.484632,0.737608,-0.020527,0.290352,384.52,1.771246601008825,0
660,2022-10-31,0.571359,0.866214,0.546217,0.812104,-0.010035,0.351592,386.21,1.789533074164057,0
661,2022-10-28,0.594492,0.988486,0.633673,0.9092,0.006676,0.41089,389.02,1.8105882738885672,0
662,2022-10-27,0.538698,0.806283,0.328789,0.68975,-0.005661,0.361601,379.98,1.7568234672525855,0
663,2022-10-26,0.554691,0.900653,0.369257,0.761794,0.005256,0.518179,382.02,1.7894042961840904,0
664,2022-10-25,0.577314,1.038855,0.422304,0.862479,0.023311,0.573803,384.92,1.8298405818935473,0
665,2022-10-24,0.541053,0.937169,0.213585,0.724624,0.018486,0.422287,378.87,1.8054281653366198,0
666,2022-10-21,0.5116,0.825299,0.035852,0.620102,0.00816,0.179345,374.29,1.820275347979539,0
667,2022-10-20,0.447799,0.488986,-0.197016,0.393897,-0.007798,0.061856,365.41,1.7628852218224145,0
668,2022-10-19,0.467534,0.59325,-0.145812,0.467257,0.004825,0.127412,368.5,1.7653913040320277,0
669,2022-10-18,0.484405,0.667217,-0.105955,0.533351,0.016053,0.266899,371.13,1.7487032418873338,0
670,2022-10-17,0.454447,0.4874,-0.209168,0.425653,0.000735,-0.045437,366.82,1.6742535462356285,0
671,2022-10-14,0.383524,0.205598,-0.417069,0.178143,-0.01822,-0.16016,357.63,1.7000432574236444,0
672,2022-10-13,0.430708,0.401471,-0.271665,0.355151,-0.008405,-0.231592,365.97,1.6200848604433529,0
673,2022-10-12,0.346471,0.155033,-0.487581,0.030736,-0.037967,-0.412487,356.56,1.5829574706770912,0
674,2022-10-11,0.352545,0.159329,-0.501029,0.044747,-0.03516,-0.390334,357.74,1.583499916306793,0
675,2022-10-10,0.363994,0.178853,-0.490008,0.069679,-0.026824,-0.333893,360.02,1.6055593719146697,0
676,2022-10-07,0.377838,0.2311,-0.465414,0.113563,-0.022183,-0.170894,362.79,1.6231178675412874,0
677,2022-10-06,0.435658,0.393535,-0.267915,0.355505,-0.013771,0.096245,373.2,1.5638108170893028,0
678,2022-10-05,0.460088,0.440258,-0.208105,0.453816,-0.004696,0.095261,377.09,1.550631472544417,0
679,2022-10-04,0.465573,0.4394,-0.208064,0.473653,0.004611,0.01241,377.97,1.5933824320554912,0
680,2022-10-03,0.376481,0.246254,-0.440185,0.145431,-0.013364,-0.225343,366.61,1.544807856037334,0
681,2022-09-30,0.284545,0.065168,-0.639742,-0.182873,-0.033715,-0.351603,357.18,1.509393601196189,0
682,2022-09-29,0.309777,0.097541,-0.581016,-0.092154,-0.023231,-0.341422,362.79,1.535431833224527,0
683,2022-09-28,0.349479,0.186212,-0.478118,0.061888,-0.017705,-0.297544,370.53,1.5810128597904025,0
684,2022-09-27,0.26913,0.01194,-0.636273,-0.2168,-0.042124,-0.413786,363.38,1.5501736522253864,0
685,2022-09-26,0.273206,-0.052539,-0.673716,-0.278703,-0.037177,-0.474658,364.31,1.549552349508875,0
686,2022-09-23,0.289118,-0.079178,-0.671339,-0.238174,-0.034337,-0.572916,367.95,1.5559913049345375,0
687,2022-09-22,0.318821,0.005732,-0.619543,-0.143872,-0.027484,-0.524139,374.22,1.5817471266371885,0
688,2022-09-21,0.334977,0.014659,-0.615571,-0.080351,-0.021283,-0.451085,377.39,1.6014593673701385,0
689,2022-09-20,0.37197,0.115197,-0.526722,0.044856,-0.013551,-0.465831,384.09,1.6306605950461703,0
690,2022-09-19,0.399222,0.188534,-0.465846,0.145487,-0.006473,-0.436256,388.55,1.6153114211660993,0
691,2022-09-16,0.370512,0.095583,-0.577476,0.017617,-0.016193,-0.57742,385.56,1.662238940797983,0
692,2022-09-15,0.397407,0.178458,-0.514363,0.113179,-0.002778,-0.312042,390.12,1.6329580939771289,0
693,2022-09-14,0.425589,0.251531,-0.435463,0.220314,0.011878,-0.231617,394.6,1.628413225859149,0
694,2022-09-13,0.412639,0.200941,-0.504292,0.154774,0.004195,-0.188494,393.1,1.6269368520956402,0
695,2022-09-12,0.549749,0.528622,-0.013682,0.706635,0.020315,0.218375,410.97,1.5431899532089355,0
696,2022-09-09,0.513004,0.428956,-0.144294,0.566923,0.015029,0.060117,406.6,1.5611357172560865,0
697,2022-09-08,0.454126,0.299983,-0.327997,0.352248,0.005945,-0.152765,400.38,1.5695542190765481,0
698,2022-09-07,0.427247,0.230615,-0.406489,0.244997,-0.00674,-0.243586,397.78,1.56145812916349,0
699,2022-09-06,0.346585,0.071451,-0.589494,-0.042174,-0.020762,-0.376503,390.76,1.5305362889794212,0
700,2022-09-02,0.356411,0.04179,-0.564325,-0.035808,-0.018576,-0.37148,392.24,1.5416096506669594,0
701,2022-09-01,0.385041,0.06829,-0.450196,0.026801,-0.011113,-0.452455,396.42,1.5637041412038866,0
702,2022-08-31,0.371126,-0.024144,-0.494121,-0.071603,-0.023985,-0.471696,395.18,1.5630251143079525,0
703,2022-08-30,0.391212,-0.036751,-0.401616,-0.013353,-0.019254,-0.528942,398.21,1.5721658609839864,0
704,2022-08-29,0.422162,0.032239,-0.255864,0.090229,-0.013346,-0.561004,402.63,1.589872793116418,0
705,2022-08-26,0.441842,0.073447,-0.143073,0.161077,-0.009762,-0.374702,405.31,1.5753975640506348,0
706,2022-08-25,0.573348,0.558705,0.238135,0.684323,0.000632,-0.102509,419.51,1.5137301230130322,0
707,2022-08-24,0.518635,0.376049,0.116975,0.451104,-0.007783,-0.244268,413.67,1.5232113152519882,0
708,2022-08-23,0.505321,0.366854,0.106287,0.392777,-0.015799,-0.255091,412.35,1.5188106219501167,0
709,2022-08-22,0.515348,0.443759,0.144086,0.426283,-0.011321,-0.212809,413.35,1.5200679628935085,0
710,2022-08-19,0.614949,0.675052,0.337284,0.788223,-0.001265,0.117292,422.14,1.5611733398890135,0
711,2022-08-18,0.696745,0.821392,0.47695,1.072052,0.008994,0.293061,427.89,1.5922199893373827,0
712,2022-08-17,0.688447,0.828979,0.489787,1.051795,0.006973,0.329227,426.65,1.5857162357483965,0
713,2022-08-16,0.734343,0.93035,0.592153,1.224428,0.017523,0.48867,429.7,1.567547516243014,0
714,2022-08-15,0.729735,0.964672,0.629207,1.249839,0.012653,0.558541,428.86,1.575049592464625,0
715,2022-08-12,0.720296,0.962099,0.652873,1.239149,0.006297,0.523166,427.1,1.5624218980588858,0
716,2022-08-11,0.678128,0.858732,0.549635,1.048513,-0.002865,0.415835,419.99,1.5526539687756964,0
717,2022-08-10,0.678128,0.881292,0.597935,1.09994,-0.00404,0.364047,419.99,1.5302388497813542,0
718,2022-08-09,0.617746,0.738262,0.43762,0.840981,-0.015065,0.177407,411.35,1.4948563783795146,0
719,2022-08-08,0.63887,0.794659,0.513264,0.918657,-0.014135,0.281443,412.99,1.5119700853999911,0
720,2022-08-05,0.644864,0.836354,0.569979,0.975165,-0.009729,0.27303,413.47,1.5168731860339573,0
721,2022-08-04,0.653161,0.891284,0.641412,1.034021,-0.002689,0.355994,414.17,1.529366663610889,0
722,2022-08-03,0.656297,0.951209,0.711813,1.064017,0.005446,0.411176,414.45,1.5222477386519582,0
723,2022-08-02,0.617359,0.868392,0.597851,0.906422,-0.00086,0.376895,408.06,1.4818914488185475,0
724,2022-08-01,0.646189,0.982306,0.715584,1.034042,0.009076,0.467891,410.77,1.486323097468478,0
725,2022-07-29,0.659054,1.098215,0.820058,1.110929,0.019711,0.542276,411.99,1.487218856238145,0
726,2022-07-28,0.625453,1.050888,0.750176,0.976857,0.012892,0.444255,406.07,1.4605818191401578,0
727,2022-07-27,0.593876,0.992965,0.659321,0.868534,0.007421,0.391741,401.04,1.4464382596191028,0
728,2022-07-26,0.517681,0.691141,0.324642,0.578222,0.000907,0.161947,390.89,1.3877896328051276,0
729,2022-07-25,0.562897,0.879979,0.517132,0.744874,0.009053,0.329142,395.57,1.4156052998632025,0
730,2022-07-22,0.55923,0.891067,0.468379,0.740217,0.00676,0.426792,395.09,1.4237142739886075,0
731,2022-07-21,0.594951,1.09775,0.518493,0.883735,0.017397,0.553506,398.79,1.4491255359281032,0
732,2022-07-20,0.567051,1.027781,0.319828,0.792362,0.010085,0.572141,394.77,1.4286173746225732,0
733,2022-07-19,0.549116,0.990995,0.209763,0.734954,-0.000505,0.491114,392.27,1.40631769577771,0
734,2022-07-18,0.464008,0.534676,-0.086174,0.438225,-0.014304,0.136855,381.95,1.3643584691985797,0
735,2022-07-15,0.490499,0.682439,-0.031477,0.534145,-0.01254,0.08285,385.13,1.3894632873484525,0
736,2022-07-14,0.420781,0.414286,-0.21168,0.304834,-0.026652,-0.385468,377.91,1.3748108589105992,0
737,2022-07-13,0.427705,0.458975,-0.208699,0.313301,-0.019354,-0.245913,378.83,1.3699187224108902,0
738,2022-07-12,0.442403,0.542413,-0.183987,0.359231,-0.009769,-0.018419,380.83,1.3727484876411142,0
739,2022-07-11,0.467777,0.646211,-0.128893,0.454061,-0.000104,0.149474,384.23,1.3861778819540405,0
740,2022-07-08,0.502743,0.729358,-0.046334,0.58761,0.008181,0.330936,388.67,1.4164419812806701,0
741,2022-07-07,0.50527,0.662431,-0.043315,0.602503,0.018149,0.343752,388.99,1.414667382746462,0
742,2022-07-06,0.460055,0.495441,-0.166821,0.444865,0.010428,0.209436,383.25,1.3850267910129324,0
743,2022-07-05,0.449556,0.448019,-0.198588,0.404557,-0.000391,0.058893,381.96,1.3762017604644379,0
744,2022-07-01,0.443953,0.416248,-0.21995,0.374031,-0.012098,0.065312,381.24,1.3530360552746405,0
745,2022-06-30,0.413215,0.335821,-0.312714,0.251405,-0.023063,-0.060161,377.25,1.3441630626035999,0
746,2022-06-29,0.430321,0.361598,-0.269552,0.313127,-0.013073,-0.002068,380.34,1.36104572973985,0
747,2022-06-28,0.431987,0.347333,-0.279356,0.31331,-0.005732,0.043501,380.65,1.3582932823680387,0
748,2022-06-27,0.475797,0.437534,-0.127499,0.499706,0.003426,0.075704,388.59,1.3173026469866818,0
749,2022-06-24,0.484356,0.447002,-0.098604,0.537373,0.008757,0.010983,390.08,1.2951034433051822,0
750,2022-06-23,0.404046,0.277717,-0.357887,0.231206,-0.002378,-0.153141,378.06,1.2521951662720352,0
751,2022-06-22,0.376515,0.210694,-0.460554,0.123211,-0.014733,-0.204687,374.39,1.2338184656574291,0
752,2022-06-21,0.379532,0.193473,-0.479492,0.106688,-0.011583,-0.235022,375.07,1.2356209650000098,0
753,2022-06-17,0.310007,0.033045,-0.730703,-0.163307,-0.028606,-0.383876,365.86,1.2075283532949064,0
754,2022-06-16,0.312798,-0.018753,-0.805386,-0.192514,-0.025413,-0.459094,366.65,1.1990036171756968,0
755,2022-06-15,0.360716,0.124678,-0.560804,0.01132,-0.018696,-0.421694,379.2,1.1524521580342446,0
756,2022-06-14,0.319612,-0.029194,-0.751465,-0.186559,-0.040048,-0.608592,373.87,1.1813461671565253,0
757,2022-06-13,0.323709,-0.108866,-0.824229,-0.211294,-0.034864,-0.688843,375.0,1.1845566126145564,0
758,2022-06-10,0.383504,0.129921,-0.488335,0.051591,-0.021414,-0.42102,389.8,1.1323868739215495,0
759,2022-06-09,0.443306,0.439486,-0.149173,0.309843,-0.008341,-0.027412,401.44,1.0938615284251751,0
760,2022-06-08,0.504709,0.713402,0.135574,0.558368,-5.9e-05,0.191272,411.22,1.0767386510797663,0
761,2022-06-07,0.536607,0.855465,0.266208,0.682346,0.005457,0.236095,415.74,1.0845437681565224,0
762,2022-06-06,0.511557,0.786894,0.127009,0.59548,-0.001054,0.254281,411.79,1.0752686290294355,0
763,2022-06-03,0.503673,0.752648,0.074397,0.569877,-0.006989,0.250718,410.54,1.0716985754786323,0
764,2022-06-02,0.548744,0.93418,0.216792,0.746434,0.002896,0.372106,417.39,1.1003290049350742,0
765,2022-06-01,0.501585,0.674698,-0.001938,0.578218,-0.005418,0.351971,409.59,1.0709985649784748,0
766,2022-05-31,0.523332,0.740112,0.042956,0.668841,0.005811,0.504937,412.93,1.0789786846802703,0
767,2022-05-27,0.538454,0.791231,0.070679,0.735569,0.021946,0.63203,415.26,1.0818487277309161,0
768,2022-05-26,0.478725,0.562304,-0.136006,0.522063,0.016629,0.349915,405.31,1.047653214798222,0
769,2022-05-25,0.423437,0.36345,-0.297549,0.336331,0.008096,-0.053129,397.37,1.0194077911168669,0
770,2022-05-24,0.397426,0.273564,-0.380292,0.244422,-0.001555,-0.248631,393.89,1.0,0
771,2022-05-23,0.41247,0.312789,-0.351723,0.289007,0.007732,-0.1792,396.92,,0
772,2022-05-20,0.358193,0.150646,-0.500233,0.111542,0.000382,-0.348754,389.63,,0
773,2022-05-19,0.356906,0.109204,-0.537846,0.044773,-0.017032,-0.363814,389.46,,0
774,2022-05-18,0.366538,0.126268,-0.538621,0.068425,-0.011587,-0.282562,391.86,,0
775,2022-05-17,0.442604,0.393718,-0.283998,0.385686,-7.9e-05,-0.043091,408.32,,0
776,2022-05-16,0.383172,0.242819,-0.44462,0.182545,-0.012939,-0.200789,400.09,,0
777,2022-05-13,0.390836,0.242243,-0.447183,0.200112,-0.01062,-0.248271,401.72,,0
778,2022-05-12,0.317938,0.068813,-0.643638,-0.041881,-0.031116,-0.51997,392.34,,0
779,2022-05-11,0.31949,0.018903,-0.696313,-0.087161,-0.024233,-0.521353,392.75,,0
780,2022-05-10,0.343568,0.048267,-0.648092,-0.011321,-0.011839,-0.504765,399.09,,0
781,2022-05-09,0.336833,-0.039244,-0.733956,-0.087099,-0.026164,-0.525352,398.17,,0
782,2022-05-06,0.390022,0.134778,-0.552588,0.136316,-0.011896,-0.342765,411.34,,0
783,2022-05-05,0.40105,0.14629,-0.549755,0.161349,0.006123,-0.247128,413.81,,0
784,2022-05-04,0.478646,0.422562,-0.24701,0.476828,0.031165,-0.091085,429.06,,0
785,2022-05-03,0.387087,0.153054,-0.558524,0.129079,0.020971,-0.279761,416.38,,0
786,2022-05-02,0.371735,0.084207,-0.65768,0.05704,0.015368,-0.419079,414.48,,0
787,2022-04-29,0.352064,-0.020676,-0.800214,-0.062008,-0.001036,-0.403502,412.0,,0
788,2022-04-28,0.43216,0.232877,-0.458082,0.278354,0.013923,-0.274202,427.81,,0
789,2022-04-27,0.339079,-0.019483,-0.797698,-0.072033,0.000991,-0.524832,417.27,,0
790,2022-04-26,0.32772,-0.124687,-0.893673,-0.163669,-0.014315,-0.695443,416.1,,0
791,2022-04-25,0.394499,0.042529,-0.498941,0.1168,-0.004321,-0.73168,428.51,,0
792,2022-04-22,0.370804,-0.105061,-0.541653,-0.013898,-0.020132,-0.63973,426.04,,0
793,2022-04-21,0.450462,0.152709,-0.169775,0.306204,-0.00745,-0.177151,438.06,,0
794,2022-04-20,0.506344,0.37001,0.044235,0.516425,0.000521,-0.039179,444.71,,0
795,2022-04-19,0.509255,0.372321,0.075387,0.529358,0.00605,-0.16826,445.04,,0
796,2022-04-18,0.445878,0.114771,-0.089225,0.273119,-0.005085,-0.379523,437.97,,0
797,2022-04-14,0.444181,0.073343,-0.08822,0.252798,-0.014808,-0.358889,437.79,,0
798,2022-04-13,0.486617,0.272062,0.055058,0.421729,-0.008556,-0.366207,443.31,,0
799,2022-04-12,0.441563,0.119345,-0.068815,0.239455,-0.021502,-0.5075,438.29,,0
800,2022-04-11,0.453565,0.250377,-0.019789,0.262128,-0.016668,-0.513293,439.92,,0
801,2022-04-08,0.514507,0.517568,0.176305,0.51188,-0.008502,-0.219169,447.57,,0
802,2022-04-07,0.524777,0.569254,0.215835,0.555182,-0.002047,-0.206918,448.77,,0
803,2022-04-06,0.507666,0.543831,0.17506,0.481329,-0.013305,-0.234819,446.52,,0
804,2022-04-05,0.544133,0.645814,0.302369,0.640277,-0.003657,0.110844,451.03,,0
805,2022-04-04,0.594899,0.765704,0.465818,0.86668,0.005104,0.231837,456.8,,0
806,2022-04-01,0.569839,0.725334,0.401989,0.755807,0.001314,0.149187,452.92,,0
807,2022-03-31,0.561531,0.724848,0.392984,0.728379,-0.005756,0.223734,451.64,,0
808,2022-03-30,0.62318,0.869049,0.592068,0.991319,0.008212,0.349922,458.7,,0
809,2022-03-29,0.649928,0.965519,0.712435,1.118803,0.020676,0.415413,461.55,,0
810,2022-03-28,0.619953,0.927969,0.627419,0.989622,0.014224,0.348572,455.91,,0
811,2022-03-25,0.601881,0.913991,0.579549,0.926804,0.010123,0.343673,452.69,,0
812,2022-03-24,0.589497,0.910363,0.520923,0.885564,0.00555,0.349095,450.49,,0
813,2022-03-23,0.549969,0.795391,0.278449,0.721882,0.003493,0.349916,443.8,,0
814,2022-03-22,0.596099,0.980193,0.442905,0.901193,0.018761,0.486467,449.59,,0
815,2022-03-21,0.565721,0.91156,0.287064,0.787278,0.016015,0.423955,444.39,,0
816,2022-03-18,0.566711,0.960993,0.282513,0.80917,0.029366,0.456757,444.52,,0
817,2022-03-17,0.547195,0.890771,0.173131,0.74563,0.019922,0.372224,441.07,,0
818,2022-03-16,0.515162,0.684798,-0.009561,0.627971,0.011072,0.146404,435.62,,0
819,2022-03-15,0.452838,0.380439,-0.288185,0.400458,-0.0073,-0.153517,426.17,,0
820,2022-03-14,0.381159,0.1023,-0.561732,0.154233,-0.025686,-0.350616,417.0,,0
821,2022-03-11,0.397341,0.140807,-0.526243,0.199869,-0.024044,-0.255195,420.07,,0
822,2022-03-10,0.427004,0.267495,-0.394616,0.307068,-0.022561,-0.239238,425.48,,0
823,2022-03-09,0.437832,0.30455,-0.351553,0.34049,-0.017932,-0.176856,427.41,,0
824,2022-03-08,0.349226,0.013259,-0.715656,0.035548,-0.037817,-0.488756,416.25,,0
825,2022-03-07,0.364424,0.013093,-0.700622,0.056687,-0.029989,-0.411947,419.43,,0
826,2022-03-04,0.434819,0.294564,-0.308905,0.334227,-0.02087,-0.171758,432.17,,0
827,2022-03-03,0.457627,0.374711,-0.19618,0.413382,-0.008971,0.047956,435.71,,0
828,2022-03-02,0.471778,0.4132,-0.131803,0.462797,0.001528,-0.01459,437.89,,0
829,2022-03-01,0.410343,0.19335,-0.429611,0.254439,-0.012847,-0.199105,429.98,,0
830,2022-02-28,0.451321,0.334237,-0.220734,0.400024,-0.002923,-0.123065,436.63,,0
831,2022-02-25,0.458481,0.35515,-0.201353,0.420421,0.008311,-0.163777,437.75,,0
832,2022-02-24,0.381615,0.123376,-0.487284,0.171961,-0.006126,-0.51757,428.3,,0
833,2022-02-23,0.321524,-0.06658,-0.687322,-0.074662,-0.031069,-0.587102,421.95,,0
834,2022-02-22,0.360566,0.070962,-0.536545,0.062044,-0.023354,-0.58715,429.57,,0
835,2022-02-18,0.38727,0.172808,-0.440552,0.146203,-0.016907,-0.553583,434.23,,0
836,2022-02-17,0.40415,0.252518,-0.386588,0.197985,-0.009895,-0.446207,437.06,,0
837,2022-02-16,0.468,0.557872,-0.139155,0.437891,-0.002817,-0.113193,446.6,,0
838,2022-02-15,0.463878,0.531187,-0.169931,0.419256,-0.01285,-0.071478,446.1,,0
839,2022-02-14,0.403062,0.286356,-0.363799,0.216205,-0.025783,-0.279839,439.02,,0
840,2022-02-11,0.411886,0.31207,-0.350912,0.234783,-0.015944,-0.073132,440.46,,0
841,2022-02-10,0.47077,0.530452,-0.159695,0.442566,-0.00282,0.193845,449.32,,0
842,2022-02-09,0.536895,0.695494,0.014959,0.668992,0.012939,0.384855,457.54,,0
843,2022-02-08,0.482724,0.523348,-0.148742,0.499196,0.008203,0.180588,450.94,,0
844,2022-02-07,0.449377,0.429447,-0.245284,0.399477,0.005547,0.120332,447.26,,0
845,2022-02-04,0.460156,0.442083,-0.230633,0.431106,0.02189,0.104046,448.7,,0
846,2022-02-03,0.442032,0.384374,-0.29178,0.370524,0.015518,0.065326,446.6,,0
847,2022-02-02,0.525966,0.571277,-0.067677,0.635688,0.029883,0.203244,457.35,,0
848,2022-02-01,0.489095,0.470652,-0.164002,0.533038,0.018058,0.058978,452.95,,0
849,2022-01-31,0.462262,0.401025,-0.238012,0.461818,0.007674,-0.051474,449.91,,0
850,2022-01-28,0.383539,0.255457,-0.431704,0.265126,-0.010898,-0.234137,441.95,,0
851,2022-01-27,0.245547,0.058426,-0.712178,-0.039935,-0.034858,-0.329321,431.24,,0
852,2022-01-26,0.256187,0.02996,-0.751332,-0.055924,-0.028983,-0.372543,433.38,,0
853,2022-01-25,0.261547,-0.027137,-0.830209,-0.12348,-0.018774,-0.490428,434.47,,0
854,2022-01-24,0.289232,-0.021567,-0.805532,-0.065162,-0.006559,-0.625003,439.84,,0
855,2022-01-21,0.264182,-0.170887,-1.002429,-0.280097,-0.037146,-0.642651,437.98,,0
856,2022-01-20,0.312385,-0.137331,-0.884843,-0.09422,-0.022888,-0.574078,446.75,,0
857,2022-01-19,0.345787,-0.121185,-0.810126,-0.039794,-0.013061,-0.54717,451.75,,0
858,2022-01-18,0.381716,0.01524,-0.632141,0.072314,-0.004588,-0.527511,456.49,,0
859,2022-01-14,0.45853,0.308635,-0.180083,0.339041,0.004264,-0.375754,464.72,,0
860,2022-01-13,0.456184,0.29604,-0.170198,0.317281,-0.007721,-0.260853,464.53,,0
861,2022-01-12,0.528861,0.54115,0.158293,0.562105,-0.003417,-0.073634,471.02,,0
862,2022-01-11,0.514816,0.505351,0.119905,0.514282,-0.014986,-0.236611,469.75,,0
863,2022-01-10,0.465409,0.346191,-0.056248,0.335798,-0.027053,-0.398345,465.51,,0
864,2022-01-07,0.471508,0.357278,-0.021317,0.332324,-0.021476,-0.169091,466.09,,0
865,2022-01-06,0.490547,0.429504,0.052635,0.400678,-0.018481,-0.090846,467.94,,0
866,2022-01-05,0.494961,0.443614,0.070974,0.410236,-0.013402,0.033917,468.38,,0
867,2022-01-04,0.599323,0.80584,0.462188,0.834923,-0.006075,0.257188,477.55,,0
868,2022-01-03,0.601377,0.840052,0.497709,0.871986,0.000197,0.251136,477.71,,0
869,2021-12-31,0.578307,0.761519,0.403123,0.773635,-0.005989,0.25907,474.96,,0
870,2021-12-30,0.592195,0.829804,0.480143,0.83694,0.001333,0.360875,476.16,,0
871,2021-12-29,0.607085,0.894205,0.571501,0.911767,0.009591,0.459887,477.48,,0
872,2021-12-28,0.602799,0.923035,0.588897,0.905762,0.006202,0.539037,476.87,,0
873,2021-12-27,0.606728,0.995766,0.661578,0.937755,0.010221,0.559445,477.26,,0
874,2021-12-23,0.561397,0.816005,0.351506,0.735999,0.002877,0.32202,470.6,,0
875,2021-12-22,0.539878,0.70174,0.199445,0.647455,-0.003566,0.120264,467.69,,0
876,2021-12-21,0.50392,0.509367,-0.075235,0.496608,-0.012397,-0.09187,463.06,,0
877,2021-12-20,0.431988,0.172106,-0.562014,0.208438,-0.024231,-0.358792,454.98,,0
878,2021-12-17,0.470312,0.337934,-0.314591,0.347996,-0.018519,-0.084666,459.87,,0
879,2021-12-16,0.528946,0.590962,0.077796,0.574267,-0.009415,0.227926,466.45,,0
880,2021-12-15,0.570607,0.757015,0.341293,0.742807,0.00061,0.227818,470.6,,0
881,2021-12-14,0.507806,0.46252,-0.09509,0.490647,-0.009211,0.027369,463.36,,0
882,2021-12-13,0.540342,0.586537,0.114145,0.620449,0.001664,0.217211,466.57,,0
883,2021-12-10,0.585602,0.75622,0.384832,0.79465,0.011063,0.27537,470.74,,0
884,2021-12-09,0.548644,0.59277,0.139947,0.647403,0.00734,0.189204,466.35,,0
885,2021-12-08,0.583539,0.733336,0.343399,0.771698,0.014268,0.241614,469.52,,0
886,2021-12-07,0.573691,0.687895,0.294073,0.741212,0.006803,0.09616,468.28,,0
887,2021-12-06,0.487571,0.27931,-0.229902,0.433921,-0.002674,-0.224824,458.79,,0
888,2021-12-03,0.42672,0.024925,-0.507498,0.22967,-0.015448,-0.417362,453.42,,0
889,2021-12-02,0.464698,0.131747,-0.288471,0.335463,-0.005524,-0.469623,457.4,,0
890,2021-12-01,0.375178,-0.259759,-0.638176,0.027293,-0.018613,-0.640248,450.5,,0
891,2021-11-30,0.423393,-0.216501,-0.368753,0.132612,-0.009092,-0.635836,455.56,,0
892,2021-11-29,0.538117,0.365843,0.120233,0.529552,0.002983,-0.268872,464.6,,0
893,2021-11-26,0.452292,-0.009688,-0.117406,0.221507,-0.004961,-0.812262,458.97,,0
894,2021-11-24,0.665994,0.747071,0.34698,0.830397,0.004555,0.059965,469.44,,0
895,2021-11-23,0.647532,0.67488,0.301345,0.786745,-0.000667,-0.057319,468.19,,0
896,2021-11-22,0.638324,0.660067,0.288453,0.782596,-0.007206,0.284783,467.57,,0
897,2021-11-19,0.673085,0.745157,0.342018,0.938848,0.000172,0.293831,468.89,,0
898,2021-11-18,0.695465,0.802816,0.386335,1.034329,0.007571,0.240758,469.73,,0
