date,portfolio,benchmark,portfolio_daily_return,benchmark_daily_return,data_type
2020-07-06,1177349.9991465593,1179863.01369863,0.02193442483393704,0.024584638566160333,validation
2020-07-07,1169226.6045050551,1171735.1598173515,-0.0068997279036757675,-0.006888811486512658,validation
2020-07-08,1183670.3981492505,1187168.9497716895,0.012353288565743581,0.013171739215151579,validation
2020-07-09,1193633.831584129,1197168.9497716895,0.0084174052594852,0.008423400900034572,validation
2020-07-10,1201783.2602977334,1205342.4657534247,0.0068274109680595,0.006827370508810882,validation
2020-07-13,1177061.808948643,1180547.9452054794,-0.02057064045222745,-0.020570519377202,validation
2020-07-14,1185393.3478010988,1188904.109589041,0.007078250937304187,0.0070782084010210244,validation
2020-07-15,1187806.307140881,1191324.2009132418,0.002035576919895865,0.002035564773207321,validation
2020-07-16,1179702.4059619897,1183196.3470319633,-0.00682257799960484,-0.006822537370640092,validation
2020-07-17,1181068.232003376,1184566.210045662,0.0011577716841837393,0.0011577647422045256,validation
2020-07-20,1214576.4975520505,1218173.515981735,0.028371151336308964,0.02837098142009098,validation
2020-07-21,1201919.8429018718,1205479.4520547944,-0.010420631945116554,-0.010420571257215627,validation
2020-07-22,1206153.903630169,1209726.0273972603,0.003522748004621379,0.0035227272727273995,validation
2020-07-23,1174648.8496088604,1178127.8538812783,-0.02612026038011206,-0.026120107198128073,validation
2020-07-24,1164365.4060807838,1166940.6392694062,-0.00875448312191418,-0.009495755978450426,validation
2020-07-27,1185130.2636568686,1187762.5570776255,0.017833626340702402,0.01784316794490537,validation
2020-07-28,1172615.417799377,1172648.401826484,-0.010559890538003214,-0.0127248962017531,validation
2020-07-29,1186115.8981399587,1186164.3835616438,0.011513135624566129,0.011526030917799135,validation
2020-07-30,1187172.2968361753,1192374.4292237442,0.0008906369924499558,0.005235400546637292,validation
2020-07-31,1208336.8653540008,1213652.9680365296,0.017827714287327323,0.017845517558304325,validation
2020-08-03,1221101.8902979156,1230045.6621004564,0.010564127694784098,0.013506903946724824,validation
2020-08-04,1224461.792595712,1234611.8721461187,0.00275153312306875,0.0037122280792933893,validation
2020-08-05,1227488.1827652748,1237671.2328767122,0.0024716084959639506,0.0024779939344625745,validation
2020-08-06,1243746.1074730933,1254063.926940639,0.01324487268887009,0.013244788784356976,validation
2020-08-07,1229390.2240959946,1239589.0410958903,-0.011542454919730716,-0.011542382755607261,validation
2020-08-10,1224136.96708734,1234292.2374429223,-0.004273059038286564,-0.004273032010903566,validation
2020-08-11,1200950.1775318997,1210913.2420091324,-0.018941335960640182,-0.01894121564130069,validation
2020-08-12,1231156.4053316629,1241369.8630136987,0.025151940825589136,0.025151777970511713,validation
2020-08-13,1233964.1806293922,1244200.9132420092,0.002280599999780586,0.0022805855955270182,validation
2020-08-14,1232515.006282177,1242739.7260273972,-0.0011744055216221794,-0.0011743981209630938,validation
2020-08-17,1246825.6029609253,1257168.9497716895,0.011610890419837983,0.011610817166372689,validation
2020-08-18,1258826.5780238,1269269.406392694,0.009625223475019373,0.009625163446171703,validation
2020-08-19,1250357.965432262,1260730.593607306,-0.006727386233640331,-0.006727344677483038,validation
2020-08-20,1267702.770900492,1278219.1780821916,0.013871871854100437,0.01387178558493285,validation
2020-08-21,1276488.3903804831,1287077.6255707762,0.006930346514704144,0.006930304004572729,validation
2020-08-24,1284458.8492901658,1295114.1552511414,0.006244051234423731,0.006244013197573395,validation
2020-08-25,1294557.7830223206,1305296.803652968,0.007862403484343528,0.007862355886189887,validation
2020-08-26,1307334.152179636,1333150.6849315066,0.009869292298013477,0.021339117050304113,validation
2020-08-27,1305035.2861150717,1328995.4337899543,-0.0017584380096944408,-0.003116865324016893,validation
2020-08-28,1305918.918507772,1335753.424657534,0.0006770946365217689,0.005085036935234433,validation
2020-08-31,1307354.82114591,1346484.0182648401,0.0010995342955739673,0.00803336409940858,validation
2020-09-01,1307630.9562686288,1369497.716894977,0.00021121666303014486,0.01709169831795987,validation
2020-09-02,1308956.4048576793,1382465.7534246575,0.0010136258878672422,0.009469191784476028,validation
2020-09-03,1309122.0859313104,1312374.4292237442,0.00012657493635104267,-0.05070022460034351,validation
2020-09-04,1305863.6914832285,1294885.8447488584,-0.0024889920375638086,-0.013325910719877543,validation
2020-09-08,1306581.6428022974,1232648.401826484,0.0005497903983022745,-0.04806403836659856,validation
2020-09-09,1306526.4157777536,1268858.4474885843,-4.2268330378014696e-05,0.029375810335247277,validation
2020-09-10,1306581.6428022974,1243561.6438356163,4.2270117065257296e-05,-0.01993666330790267,validation
2020-09-11,1307354.82114591,1234931.506849315,0.0005917566252915396,-0.006939854593522754,validation
2020-09-14,1307410.0481704539,1256438.3561643837,4.22433326061622e-05,0.01741541874653363,validation
2020-09-15,1307465.2751949974,1274246.5753424657,4.224154818199821e-05,0.014173571740078383,validation
2020-09-16,1307133.9130477349,1253926.9406392693,-0.00025343858345538983,-0.01594639145703436,validation
2020-09-17,1307299.5941213663,1234337.899543379,0.00012675141542706214,-0.015622155056261522,validation
2020-09-18,1306526.4157777536,1218584.4748858446,-0.0005914316405278841,-0.012762651672092451,validation
2020-09-21,1306636.8698268412,1221506.8493150685,8.454023413051459e-05,0.0023981713943119765,validation
2020-09-22,1316731.2033971346,1244200.9132420092,0.007725431451839571,0.01857874471982357,validation
2020-09-23,1276488.218032946,1206210.0456621004,-0.030562794638998803,-0.03053435114503822,validation
2020-09-24,1281138.359787225,1211826.4840182648,0.003642917880938068,0.004656268927922369,validation
2020-09-25,1302603.083260703,1240000.0,0.016754414782368166,0.02324880364746229,validation
2020-09-28,1329648.1709524572,1265753.424657534,0.020762339686817288,0.020768890852850053,validation
2020-09-29,1323652.2440624514,1260045.6621004564,-0.004509408594689179,-0.004509379509379574,validation
2020-09-30,1332718.0855201404,1268675.7990867577,0.006849111236244987,0.0068490668599383575,validation
2020-10-01,1353871.7155880812,1288812.7853881277,0.015872546713196822,0.015872444572415878,validation
2020-10-02,1315785.5879827638,1252557.0776255706,-0.028131267657640624,-0.028131089459698888,validation
2020-10-05,1343846.5258279915,1279269.406392694,0.02132637574199925,0.02132623673945555,validation
2020-10-06,1319862.818267968,1256438.3561643837,-0.017847058498920765,-0.01784694460308378,validation
2020-10-07,1342695.3078651102,1278173.5159817352,0.017299138426450256,0.017299026021224018,validation
2020-10-08,1349842.4527179974,1284977.1689497717,0.00532298341330395,0.005322949414118261,validation
2020-10-09,1370468.4412196174,1304611.8721461184,0.01528029323725022,0.01528019615507592,validation
2020-10-12,1412775.701355499,1344885.8447488581,0.030870656239432526,0.03087046305694585,validation
2020-10-13,1412727.733940379,1344840.1826484017,-3.395260484306828e-05,-3.3952398736825096e-05,validation
2020-10-14,1400927.7498208475,1333607.305936073,-0.008352624384755925,-0.008352573679206832,validation
2020-10-15,1391526.1364573182,1324657.5342465753,-0.006710990887811019,-0.006710949804834554,validation
2020-10-16,1383899.3174532307,1317397.2602739725,-0.005480902445357261,-0.005480868665977301,validation
2020-10-19,1361306.6649316885,1295890.410958904,-0.016325358526167344,-0.016325257356764045,validation
2020-10-20,1364446.4266841437,1298675.799086758,0.002306432366297795,0.002149400986610317,validation
2020-10-21,1363386.133379395,1297671.2328767122,-0.0007770867979958185,-0.0007735311697901759,validation
2020-10-22,1363338.1587520964,1297625.5707762556,-3.5187850399798215e-05,-3.5187726521002105e-05,validation
2020-10-23,1366024.7378808188,1300182.6484018264,0.0019705889631824736,0.0019705820254769524,validation
2020-10-26,1345539.572024309,1280684.9315068494,-0.014996189518712066,-0.014996136826578521,validation
2020-10-27,1354687.1466162596,1290684.9315068494,0.006798443377022512,0.007808321745641278,validation
2020-10-28,1302071.929189685,1240365.2968036528,-0.038839386317347846,-0.03898676855586236,validation
2020-10-29,1320051.3498468008,1262054.7945205478,0.013808316003175669,0.017486379031070642,validation
2020-10-30,1286548.4301691405,1230045.6621004564,-0.025380012437810517,-0.025362712109700092,validation
2020-11-02,1295168.465379215,1232785.3881278539,0.006700124929569284,0.0022273368475760336,validation
2020-11-03,1317548.8813027504,1254109.5890410957,0.017279926528308787,0.017297577598340386,validation
2020-11-04,1376363.4816805564,1310091.3242009133,0.04463940671381539,0.04463863098489007,validation
2020-11-05,1412247.1040970315,1344246.5753424657,0.02607132701069692,0.02607089331149126,validation
2020-11-06,1413302.5047563398,1345251.1415525114,0.0007473201086740655,0.0007473079927986515,validation
2020-11-09,1384422.9048970907,1317762.5570776253,-0.02043412486856666,-0.020433793829130242,validation
2020-11-10,1359620.9894033507,1294155.2511415526,-0.017914984941385104,-0.017914688658650424,validation
2020-11-11,1390035.7174943204,1323105.02283105,0.022370004823415224,0.022369628113753093,validation
2020-11-12,1383511.4225095066,1316894.9771689496,-0.004693616791786148,-0.004693539480949749,validation
2020-11-13,1395648.5300915497,1328447.488584475,0.008772683321998098,0.008772538141470276,validation
2020-11-16,1406538.3459853197,1338812.7853881277,0.007802692195760574,0.007802564190698691,validation
2020-11-17,1402076.8795618808,1334566.210045662,-0.003171947950209253,-0.0031718963165073832,validation
2020-11-18,1391714.763997765,1324703.196347032,-0.007390547348126719,-0.007390426660279781,validation
2020-11-19,1402604.579891535,1335068.4931506847,0.00782474697795732,0.007824618248250426,validation
2020-11-20,1393010.0284432794,1325936.0730593607,-0.006840524824892169,-0.006840413160954739,validation
2020-11-23,1396073.8886798655,1325981.7351598172,0.0021994531080369306,3.443763344557205e-05,validation
2020-11-24,1415671.8370121578,1344611.8721461187,0.014037901927113738,0.014050070594717523,validation
2020-11-25,1424017.864994088,1352876.712328767,0.005895453850056631,0.0061466363296769355,validation
2020-11-27,1437136.1413654315,1365342.4657534244,0.009212157160260137,0.009214256784123132,validation
2020-11-30,1440067.9994177807,1368127.8538812785,0.00204006980825322,0.0020400655496473075,validation
2020-12-01,1458437.091390924,1385662.1004566208,0.012755711522351776,0.012816233896268514,validation
2020-12-02,1460308.475750511,1387442.9223744292,0.0012831436958327114,0.0012851776181375119,validation
2020-12-03,1462375.0676036382,1389406.3926940637,0.0014151748671218378,0.0014151719598485268,validation
2020-12-04,1468334.5417847494,1395068.4931506847,0.004075202260441113,0.004075193900354934,validation
2020-12-07,1476648.9694729126,1402968.0365296802,0.005662488657426135,0.005662477088242968,validation
2020-12-08,1481647.2381409414,1407716.8949771689,0.0033848726212926117,0.0033848657445076924,validation
2020-12-09,1448101.165734364,1375844.7488584474,-0.022641065661937465,-0.022641019819001573,validation
2020-12-10,1453916.4590885127,1381369.8630136985,0.004015806002890532,0.004015797683448952,validation
2020-12-11,1450696.4206196866,1378310.502283105,-0.0022147341745101246,-0.0022147296046541864,validation
2020-12-14,1461221.6209879394,1388310.502283105,0.007255274238394227,0.007255259234719258,validation
2020-12-15,1476841.2105755291,1403150.6849315069,0.01068940492204673,0.010689382975924255,validation
2020-12-16,1484963.3971610758,1410867.5799086757,0.005499702017647046,0.005499690845780725,validation
2020-12-17,1494671.5728432084,1420091.324200913,0.00653765318437638,0.006537639976697429,validation
2020-12-18,1490153.9069317211,1415799.0867579908,-0.0030225141051513083,-0.00302250803858517,validation
2020-12-21,1484675.0355071512,1410593.607305936,-0.003676715135989661,-0.0036767077339868726,validation
2020-12-22,1488712.0986620972,1414429.223744292,0.0027191560835850836,0.0027191505891490664,validation
2020-12-23,1481214.6956600542,1407305.9360730592,-0.005036167173478989,-0.00503615702479332,validation
2020-12-24,1487750.8931490148,1413515.9817351596,0.004412727950992901,0.004412719013627386,validation
2020-12-28,1502745.699153101,1427762.5570776255,0.010078841876779432,0.010078821553172412,validation
2020-12-29,1504091.3868714164,1429041.0958904107,0.0008954859887961852,0.000895484201099972,validation
2020-12-30,1504139.447147071,1429086.7579908676,3.195302896763508e-05,3.195296523528235e-05,validation
2020-12-31,1507840.0883724382,1432602.7397260272,0.0024603046162949838,0.0024602997092371126,validation
2021-01-04,1486549.3862576617,1412374.4292237442,-0.014120000044406278,-0.014119971951297217,validation
2021-01-05,1498589.5577267194,1424018.2648401826,0.008099408993984758,0.008244156348000464,validation
2021-01-06,1477824.8969680069,1404292.2374429223,-0.013856136025805155,-0.013852369653049479,validation
2021-01-07,1513576.535138981,1438264.8401826483,0.024192066491993902,0.0241919750276387,validation
2021-01-08,1533038.112369148,1456757.9908675796,0.012858006700255942,0.012857959235506922,validation
2021-01-11,1510885.5516207356,1435707.7625570777,-0.01445010438401828,-0.014450051719273826,validation
2021-01-12,1508482.8877651594,1433424.6575342466,-0.0015902355098960097,-0.0015902296291584461,validation
2021-01-13,1518670.1825128025,1443105.0228310502,0.006753337959793271,0.0067533129459735886,validation
2021-01-14,1510549.178680955,1435388.1278538813,-0.005347444050300965,-0.005347424376661136,validation
2021-01-15,1498583.9126801852,1424018.2648401826,-0.007921136345403923,-0.007921107046286013,validation
2021-01-19,1519357.8970606057,1444794.5205479453,0.013862409842146706,0.014589880074392436,validation
2021-01-20,1554693.8908606253,1478401.826484018,0.023257189019375568,0.02326095888246238,validation
2021-01-21,1567130.7193308065,1490228.310502283,0.007999535177498185,0.007999505822034347,validation
2021-01-22,1562616.9669130573,1485936.0730593607,-0.0028802654188775367,-0.0028802549332025418,validation
2021-01-25,1575533.9818106585,1498219.1780821919,0.008266270731156045,0.008266240550673043,validation
2021-01-26,1577838.8766622748,1500410.9589041094,0.0014629293168069157,0.001462924019383527,validation
2021-01-27,1533853.7999105921,1458584.4748858446,-0.027876786028195544,-0.027876685230834752,validation
2021-01-28,1544386.6374970798,1467214.611872146,0.006866911036176759,0.005916789280906665,validation
2021-01-29,1511878.5234906692,1436347.0319634702,-0.021049206990741087,-0.021038217353417155,validation
2021-02-01,1543486.5940125852,1472237.4429223745,0.020906488207093732,0.024987283825025575,validation
2021-02-02,1562327.8377053856,1496255.707762557,0.012206937051405742,0.01631412443396818,validation
2021-02-03,1556121.7612232333,1490319.6347031961,-0.003972326634893331,-0.003967285156250111,validation
2021-02-04,1574525.647934354,1507945.205479452,0.01182676521190329,0.01182670506771255,validation
2021-02-05,1579865.6357883578,1513059.3607305936,0.0033914899138096644,0.0033914728682171713,validation
2021-02-08,1590450.2545704013,1523196.3470319633,0.006699695557819796,0.006699661999034268,validation
2021-02-09,1590116.505329526,1522876.712328767,-0.000209845759033489,-0.00020984471491092282,validation
2021-02-10,1586492.9421428805,1519406.3926940637,-0.002278803581058697,-0.002278792240112737,validation
2021-02-11,1595218.100868619,1527762.5570776253,0.005499651775288328,0.005499624342599541,validation
2021-02-12,1604133.9734462863,1536301.3698630135,0.005589124504550513,0.005589096778050084,validation
2021-02-16,1599795.233314908,1532146.1187214612,-0.0027047242956004247,-0.00270471095259317,validation
2021-02-17,1592119.0007747775,1524794.520547945,-0.004798259414878214,-0.004798235679799756,validation
2021-02-18,1585157.9451793798,1518127.8538812785,-0.004372195540666368,-0.004372173808881996,validation
2021-02-19,1578244.5680469638,1511506.8493150682,-0.004361317528918995,-0.004361295756008188,validation
2021-02-22,1537336.4468082553,1472328.7671232875,-0.025920013961670874,-0.02591988399492473,validation
2021-02-23,1532759.3143619662,1467945.205479452,-0.0029773134279044156,-0.0029772981019724476,validation
2021-02-24,1545394.1070522433,1480045.6621004564,0.008243168103360343,0.008243125544357355,validation
2021-02-25,1491517.4438823825,1428447.4885844747,-0.03486273367033066,-0.03486255514762593,validation
2021-02-26,1497763.3225330478,1434429.223744292,0.0041876001358773784,0.004187577917718954,validation
2021-03-01,1542819.4700512055,1477579.908675799,0.03008228792914891,0.03008212898707585,validation
2021-03-02,1518074.3477634555,1453881.2785388127,-0.016038896817220483,-0.01603881454927525,validation
2021-03-03,1474019.4479679235,1411689.497716895,-0.029020251781763595,-0.029020100502512358,validation
2021-03-04,1449894.1456989413,1388584.4748858449,-0.016367017614483448,-0.016366929745115777,validation
2021-03-05,1471730.8817447787,1409497.716894977,0.015060917454295053,0.015060835251561766,validation
2021-03-08,1430059.9050983554,1369589.0410958903,-0.028314263948189478,-0.028314111701438383,validation
2021-03-09,1486463.5268062716,1423607.305936073,0.03944143983537307,0.03944122157764873,validation
2021-03-10,1482220.1436008578,1419543.3789954337,-0.0028546837032260575,-0.002854668505629099,validation
2021-03-11,1516357.923096097,1452237.4429223745,0.02303151771524714,0.02303139475038618,validation
2021-03-12,1510193.4658903095,1440456.621004566,-0.004065304841221806,-0.008112187146271044,validation
2021-03-15,1510943.706611264,1455844.7488584474,0.0004967845099979051,0.01068281240093838,validation
2021-03-16,1510678.2714236379,1463835.616438356,-0.00017567510057769908,0.005488818492613623,validation
2021-03-17,1510611.9126267312,1469863.01369863,-4.392649193540876e-05,0.004117536964252322,validation
2021-03-18,1507692.1255628415,1424840.1826484017,-0.00193285054849901,-0.03063063063063065,validation
2021-03-19,1508289.354735001,1429863.01369863,0.0003961214375491906,0.003525189078323221,validation
2021-03-22,1509749.2482669456,1454840.1826484017,0.0009679134360800479,0.017468225075046195,validation
2021-03-23,1511673.6533772363,1448493.1506849315,0.0012746521400821553,-0.004362700480210813,validation
2021-03-24,1512602.6765339286,1424063.9269406393,0.000614565951200241,-0.01686526700712443,validation
2021-03-25,1512204.5237524891,1421598.1735159815,-0.0002632236393709242,-0.0017314906852216039,validation
2021-03-26,1510943.706611264,1442922.3744292236,-0.0008337609902768772,0.01500016060129128,validation
2021-03-29,1509682.889470039,1442511.4155251142,-0.0008344567277446258,-0.0002848101265822134,validation
2021-03-30,1510280.1186421984,1435251.1415525114,0.0003955990866195691,-0.005033079041499189,validation
2021-03-31,1510412.8362360115,1457214.611872146,8.787614441518876e-05,0.01530287604988545,validation
2021-04-01,1511806.3709710496,1482054.7945205478,0.0009226184402080229,0.01704634474978861,validation
2021-04-05,1510280.1186421984,1511643.8356164382,-0.0010095554286300157,0.019964876605971016,validation
2021-04-06,1512934.4705184614,1510593.607305936,0.0017575228883033311,-0.0006947590998337416,validation
2021-04-07,1511740.012174143,1514246.5753424657,-0.0007894977393892999,0.0024182334804425665,validation
2021-04-08,1513598.0584875275,1530045.6621004564,0.0012290779488679515,0.010433628852300814,validation
2021-04-09,1512735.394127742,1539315.0684931506,-0.0005699428292393893,0.0060582547451355495,validation
2021-04-12,1512536.317737022,1537305.9360730592,-0.000131600272918031,-0.0013052119486222091,validation
2021-04-13,1514726.1580349393,1555251.1415525114,0.0014477935321206559,0.011673151750972721,validation
2021-04-14,1514128.9288627799,1536575.3424657532,-0.00039428194264123917,-0.012008220786846824,validation
2021-04-15,1517115.0747235762,1559863.01369863,0.0019721873110496446,0.015155567442275197,validation
2021-04-16,1515124.3108163788,1561689.4977168948,-0.0013122036293523598,0.0011709259096630564,validation
2021-04-19,1514527.0816442196,1547397.2602739725,-0.00039417833104227196,-0.009151779187743014,validation
2021-04-20,1515721.539988538,1536118.7214611871,0.00078866753773843,-0.007288715769594001,validation
2021-04-21,1516451.4867545106,1549269.406392694,0.00048158368586492806,0.008560982134894868,validation
2021-04-22,1516650.56314523,1530593.6073059358,0.00013127778399657508,-0.012054584573668703,validation
2021-04-23,1516517.845551417,1549863.01369863,-8.7507034934875e-05,0.012589498806682586,validation
2021-04-26,1515854.257582351,1559954.3378995433,-0.00043757346543094044,0.006511107182841425,validation
2021-04-27,1513996.211268967,1553196.3470319633,-0.0012257420554054876,-0.00433217223311777,validation
2021-04-28,1514394.3640504065,1547945.205479452,0.0002629813591843444,-0.003380861384683187,validation
2021-04-29,1513996.211268967,1553515.9817351599,-0.0002629122181718735,0.003598820058997143,validation
2021-04-30,1514792.516831846,1543333.3333333333,0.0005259627183686888,-0.006554582329081238,validation
2021-05-03,1514128.9288627799,1535114.1552511414,-0.000438071855843325,-0.005325601349152387,validation
2021-05-04,1515057.9520194721,1507488.5844748856,0.0006135693856599289,-0.017995776197983315,validation
2021-05-05,1515655.1811916316,1502420.0913242006,0.00039419559586040265,-0.0033622099715272524,validation
2021-05-06,1519379.463345948,1513744.2922374427,0.002457209397316973,0.00753730662857488,validation
2021-05-07,1531670.0552156551,1526027.3972602738,0.008089218109241125,0.00811438568972278,validation
2021-05-10,1492987.7741984914,1487488.5844748856,-0.025254969819017203,-0.025254338719329805,validation
2021-05-11,1487987.8047971083,1485433.7899543378,-0.0033489687509781207,-0.0013813850687621754,validation
2021-05-12,1449462.6086154808,1446986.3013698629,-0.0258908010249993,-0.025883003903968582,validation
2021-05-13,1463613.9877247098,1458173.515981735,0.009763190181736547,0.0077313894411310535,validation
2021-05-14,1495905.3702846854,1490365.2968036528,0.022062772582663648,0.022076783365691854,validation
2021-05-17,1486830.5418259895,1481324.200913242,-0.006066445537907805,-0.006066362327276975,validation
2021-05-18,1476793.231561068,1471324.200913242,-0.006750809848575345,-0.006750716685675506,validation
2021-05-19,1478489.032838703,1473013.6986301367,0.001148299735801439,0.0011482837812673008,validation
2021-05-20,1507088.4922236844,1501506.8493150682,0.019343707494448248,0.019343439040267807,validation
2021-05-21,1498746.9832363983,1493196.3470319633,-0.0055348501632962455,-0.005534774807651299,validation
2021-05-24,1523954.8400661096,1518310.502283105,0.01681928778617281,0.01681905752117685,validation
2021-05-25,1526063.133546413,1520410.9589041097,0.0013834356667759007,0.001383417040089041,validation
2021-05-26,1531379.6997141335,1525707.7625570775,0.0034838441810500775,0.003483797339099537,validation
2021-05-27,1525650.6413437447,1519999.9999999998,-0.0037411089956711496,-0.003741058869302427,validation
2021-05-28,1530463.0503748714,1524794.520547945,0.0031543322571463417,0.0031542898341745396,validation
2021-06-01,1525375.646541966,1519726.02739726,-0.003324094516139686,-0.003324049950588437,validation
2021-06-02,1528354.7568945684,1522694.0639269406,0.001953033903062673,0.0019530076317528788,validation
2021-06-03,1512450.8908583685,1506849.3150684931,-0.010405873351364225,-0.01040573364920383,validation
2021-06-04,1538117.0723577111,1532420.0913242009,0.0169699271920003,0.016969696969696857,validation
2021-06-07,1542700.3190540222,1536986.301369863,0.002979777533634431,0.0029797377830751426,validation
2021-06-08,1543433.638525432,1537716.8949771689,0.00047534797416748376,0.0004753416518121778,validation
2021-06-09,1543800.2982611367,1538082.1917808217,0.00023756106291372703,0.0002375579047391163,validation
2021-06-10,1559887.494165189,1554109.589041096,0.010420516126452561,0.010420377627360367,validation
2021-06-11,1563966.583724906,1558173.5159817352,0.002614989590579375,0.0026149551931835546,validation
2021-06-14,1578953.8004218433,1573105.02283105,0.009582824117150945,0.00958269839409187,validation
2021-06-15,1568641.4953551432,1562831.0502283103,-0.006531099937151397,-0.006531015064874746,validation
2021-06-16,1562912.4369847542,1557123.2876712328,-0.003652242011545126,-0.003652194238298212,validation
2021-06-17,1582757.8951797814,1576894.9771689496,0.012697741553144182,0.012697574851177285,validation
2021-06-18,1570337.2966327784,1564520.5479452054,-0.007847440587615662,-0.007847338854462205,validation
2021-06-21,1580224.073209881,1572420.0913242009,0.006295957306944544,0.00504917841403274,validation
2021-06-22,1594947.7289050976,1587077.6255707762,0.009317448040965903,0.009321640144035248,validation
2021-06-23,1595727.8372256053,1587853.8812785388,0.0004891121548185051,0.0004891101073165594,validation
2021-06-24,1605593.9130437896,1597671.2328767122,0.006182806107674299,0.00618278023810892,validation
2021-06-25,1603620.6978801526,1595707.7625570775,-0.0012289627829344951,-0.0012289576724113793,validation
2021-06-28,1623123.405892843,1615114.1552511414,0.012161671421721643,0.012161620786356186,validation
2021-06-29,1628997.1626590178,1620958.904109589,0.0036187986353040102,0.003618783749399279,validation
2021-06-30,1626427.3940738162,1618401.8264840182,-0.0015775156913145905,-0.0015775092256120615,validation
2021-07-01,1627069.8362201166,1619041.0958904107,0.0003950020447522906,0.0003950004232144977,validation
2021-07-02,1645746.5471875635,1637625.5707762556,0.011478739603971277,0.011478692500775711,validation
2021-07-06,1649289.3894089628,1644703.1963470317,0.002152726510320724,0.00432188266785638,validation
2021-07-07,1650666.3931798881,1648173.515981735,0.0008349073120628159,0.0021099975013187944,validation
2021-07-08,1651592.7200560223,1638219.1780821916,0.0005611835801355713,-0.006039617675578368,validation
2021-07-09,1648884.9953411687,1648447.4885844747,-0.0016394627331378642,0.00624355436630708,validation
