,ds,SPY,y,unique_id
467,2023-08-09,445.75,1548849.62426555,0
468,2023-08-08,448.75,1566068.1860226505,0
469,2023-08-07,450.71,1579497.8222097289,0
470,2023-08-04,446.81,1566236.5827146515,0
471,2023-08-03,448.84,1573603.9379896945,0
472,2023-08-02,450.13,1576129.8883697093,0
473,2023-08-01,456.48,1611493.193689916,0
474,2023-07-31,457.79,1615240.0200869378,0
475,2023-07-28,456.92,1614398.036626933,0
476,2023-07-27,452.49,1585518.0039487642,0
477,2023-07-26,455.51,1589306.9295187863,0
478,2023-07-25,455.44,1594611.4253168171,0
479,2023-07-24,454.2,1583876.1362017547,0
480,2023-07-21,452.18,1581350.1858217397,0
481,2023-07-20,452.18,1586107.3923707677,0
482,2023-07-19,455.2,1623533.5571679862,0
483,2023-07-18,454.19,1623912.4497249885,0
484,2023-07-17,450.84,1610735.4085759115,0
485,2023-07-14,449.28,1595832.3013338244,0
486,2023-07-13,449.56,1596169.0947178262,0
487,2023-07-12,446.02,1569520.3182086707,0
488,2023-07-11,442.46,1549944.2027635563,0
489,2023-07-10,439.66,1542324.2524505118,0
490,2023-07-07,438.55,1541819.062374509,0
491,2023-07-06,439.66,1546955.1614805388,0
492,2023-07-05,443.13,1542976.7896320154,0
493,2023-07-03,443.79,1549672.920104943,0
494,2023-06-30,443.28,1546031.8991602887,0
495,2023-06-29,438.11,1522553.591689587,0
496,2023-06-28,436.39,1525608.7012178602,0
497,2023-06-27,436.17,1522637.2933204984,0
498,2023-06-26,431.44,1496899.041815184,0
499,2023-06-23,433.21,1517238.538126701,0
500,2023-06-22,436.51,1532430.384137155,0
501,2023-06-21,434.94,1514560.0859375298,0
502,2023-06-20,437.18,1535485.493665428,0
503,2023-06-16,439.46,1539796.127657375,0
504,2023-06-15,442.6,1559863.5936684294,0
505,2023-06-14,437.18,1559863.5936684294,0
506,2023-06-13,436.66,1559863.5936684294,0
507,2023-06-12,433.8,1559863.5936684294,0
508,2023-06-09,429.9,1552484.2625568248,0
509,2023-06-08,429.13,1546572.038817557,0
510,2023-06-07,426.55,1528944.8532245553,0
511,2023-06-06,428.03,1527717.8052318513,0
512,2023-06-05,427.1,1527976.131125052,0
513,2023-06-02,427.92,1525974.105452746,0
514,2023-06-01,421.82,1518275.007744407,0
515,2023-05-31,417.85,1499835.9922244365,0
516,2023-05-30,420.18,1499835.9922244365,0
517,2023-05-26,420.02,1481527.8447859415,0
518,2023-05-25,414.65,1444613.8564546672,0
519,2023-05-24,411.09,1410294.0539393001,0
520,2023-05-23,414.09,1417566.2797511066,0
521,2023-05-22,418.79,1435768.1080987856,0
522,2023-05-19,418.62,1430962.4851939077,0
523,2023-05-18,419.23,1434194.5855547106,0
524,2023-05-17,415.23,1408040.0892140036,0
525,2023-05-16,410.25,1391199.1452287678,0
526,2023-05-15,413.01,1389625.6226846927,0
527,2023-05-12,411.59,1382140.7586912543,0
528,2023-05-11,412.13,1387116.4921414377,0
529,2023-05-10,412.85,1382608.5626908443,0
530,2023-05-09,410.93,1389779.8492133603,0
531,2023-05-08,412.74,1381817.978790837,0
532,2023-05-05,412.63,1388524.1964424246,0
533,2023-05-04,405.13,1359623.4372095484,0
534,2023-05-03,408.02,1361383.0098350546,0
535,2023-05-02,410.84,1348953.5074281506,0
536,2023-05-01,415.51,1358429.3348280545,0
537,2023-04-28,415.93,1357313.9306785273,0
538,2023-04-27,412.41,1369627.0777698024,0
539,2023-04-26,404.36,1333368.495176738,0
540,2023-04-25,406.08,1325330.0358282756,0
541,2023-04-24,412.63,1350813.662273401,0
542,2023-04-21,412.2,1353635.6745978612,0
543,2023-04-20,411.88,1352224.6684356309,0
544,2023-04-19,414.14,1362614.8047211436,0
545,2023-04-18,414.21,1363256.171158521,0
546,2023-04-17,413.94,1363170.655633537,0
547,2023-04-14,412.46,1362016.196046258,0
548,2023-04-13,413.47,1364581.6617957675,0
549,2023-04-12,408.05,1338371.1533882811,0
550,2023-04-11,409.72,1350300.569123499,0
551,2023-04-10,409.61,1359023.1526718307,0
552,2023-04-06,409.19,1359792.7923966835,0
553,2023-04-05,407.6,1350685.3889859256,0
554,2023-04-04,408.67,1364154.084170849,0
555,2023-04-03,410.95,1368771.9225199658,0
556,2023-03-31,409.39,1372107.027994328,0
557,2023-03-30,403.7,1349659.202686122,0
558,2023-03-29,401.35,1337002.904988543,0
559,2023-03-28,395.6,1313058.5579931228,0
560,2023-03-27,396.49,1320070.8310417815,0
561,2023-03-24,395.75,1329178.2344525394,0
562,2023-03-23,393.17,1324303.8495284717,0
563,2023-03-22,392.11,1308782.7817439407,0
564,2023-03-21,398.91,1326826.5575154892,0
565,2023-03-20,393.74,1308141.4153065635,0
566,2023-03-17,389.99,1305533.1917945624,0
567,2023-03-16,396.11,1311733.0673558763,0
568,2023-03-15,389.28,1271287.3790228989,0
569,2023-03-14,391.73,1301376.0024409434,0
570,2023-03-13,385.36,1272139.7817983192,0
571,2023-03-10,385.91,1262773.687161311,0
572,2023-03-09,391.56,1282576.8026443247,0
573,2023-03-08,398.92,1255747.103069552,0
574,2023-03-07,398.27,1252378.7326146457,0
575,2023-03-06,404.47,1238220.929873829,0
576,2023-03-03,404.19,1228451.0903096364,0
577,2023-03-02,397.81,1203566.7149896042,0
578,2023-03-01,394.74,1172093.3310083915,0
579,2023-02-28,396.26,1164707.3141227246,0
580,2023-02-27,397.73,1166215.000175991,0
581,2023-02-24,396.38,1157922.7268830256,0
582,2023-02-23,400.66,1177641.6734218001,0
583,2023-02-22,398.54,1167444.9545878663,0
584,2023-02-21,399.09,1166572.0837149227,0
585,2023-02-17,407.26,1194861.035188054,0
586,2023-02-16,408.28,1203351.6882248702,0
587,2023-02-15,413.98,1226363.7385115689,0
